date,product_name,category,quantity_on_hand,reorder_point
2024-06-01,Portable Phone Charger 20000mAh,Electronics,14,23
2024-06-01,Running Sports Shoes,Fashion,129,43
2024-06-01,Scented Soy Wax Candle,Home & Living,166,37
2024-06-01,Slim Fit Chino Pants,Fashion,66,27
2024-06-01,Smart LED Desk Lamp,Electronics,94,40
2024-06-01,Stainless Steel Water Bottle 1L,Home & Living,210,44
2024-06-01,Sunglasses UV400 Polarized,Fashion,27,22
2024-06-01,USB-C Fast Charging Cable,Electronics,12,23
2024-06-01,Under Eye Cream Dark Circles,Beauty,202,35
2024-06-01,Vitamin C Face Serum 30ml,Beauty,73,18
2024-06-01,Webcam HD 1080p,Electronics,234,15
2024-06-01,Wireless Bluetooth Earbuds,Electronics,44,48
2024-07-01,Bamboo Cutting Board Set,Home & Living,24,43
2024-07-01,Casual Denim Jacket,Fashion,193,25
2024-07-01,Collagen Face Sheet Mask Pack,Beauty,174,46
2024-07-01,Cotton Round Neck T-Shirt,Fashion,21,23
2024-07-01,Laptop Stand Adjustable,Electronics,243,29
2024-07-01,Leather Wallet Slim,Fashion,127,19
2024-07-01,Mechanical Keyboard RGB,Electronics,53,30
2024-07-01,Memory Foam Pillow,Home & Living,235,38
2024-07-01,Moisturising Sunscreen SPF50,Beauty,128,21
2024-07-01,Natural Aloe Vera Gel 200ml,Beauty,222,45
2024-07-01,Noise Cancelling Headphones,Electronics,17,28
2024-07-01,Non-Stick Frying Pan 26cm,Home & Living,84,18
2024-07-01,Portable Phone Charger 20000mAh,Electronics,207,31
2024-07-01,Running Sports Shoes,Fashion,214,16
2024-07-01,Scented Soy Wax Candle,Home & Living,218,41
2024-07-01,Slim Fit Chino Pants,Fashion,148,33
2024-07-01,Smart LED Desk Lamp,Electronics,218,46
2024-07-01,Stainless Steel Water Bottle 1L,Home & Living,51,23
2024-07-01,Sunglasses UV400 Polarized,Fashion,33,44
2024-07-01,USB-C Fast Charging Cable,Electronics,198,50
2024-07-01,Under Eye Cream Dark Circles,Beauty,244,31
2024-07-01,Vitamin C Face Serum 30ml,Beauty,179,49
2024-07-01,Webcam HD 1080p,Electronics,79,23
2024-07-01,Wireless Bluetooth Earbuds,Electronics,30,26
2024-08-01,Bamboo Cutting Board Set,Home & Living,82,31
2024-08-01,Casual Denim Jacket,Fashion,91,17
2024-08-01,Collagen Face Sheet Mask Pack,Beauty,213,26
2024-08-01,Cotton Round Neck T-Shirt,Fashion,49,45
2024-08-01,Laptop Stand Adjustable,Electronics,115,21
2024-08-01,Leather Wallet Slim,Fashion,96,47
2024-08-01,Mechanical Keyboard RGB,Electronics,102,49
2024-08-01,Memory Foam Pillow,Home & Living,204,49
2024-08-01,Moisturising Sunscreen SPF50,Beauty,73,27
2024-08-01,Natural Aloe Vera Gel 200ml,Beauty,125,19
2024-08-01,Noise Cancelling Headphones,Electronics,68,49
2024-08-01,Non-Stick Frying Pan 26cm,Home & Living,108,40
2024-08-01,Portable Phone Charger 20000mAh,Electronics,246,31
2024-08-01,Running Sports Shoes,Fashion,233,19
2024-08-01,Scented Soy Wax Candle,Home & Living,244,47
2024-08-01,Slim Fit Chino Pants,Fashion,171,24
2024-08-01,Smart LED Desk Lamp,Electronics,22,39
2024-08-01,Stainless Steel Water Bottle 1L,Home & Living,215,36
2024-08-01,Sunglasses UV400 Polarized,Fashion,56,24
2024-08-01,USB-C Fast Charging Cable,Electronics,169,26
2024-08-01,Under Eye Cream Dark Circles,Beauty,195,24
2024-08-01,Vitamin C Face Serum 30ml,Beauty,73,46
2024-08-01,Webcam HD 1080p,Electronics,233,43
2024-08-01,Wireless Bluetooth Earbuds,Electronics,92,31
2024-09-01,Bamboo Cutting Board Set,Home & Living,55,35
2024-09-01,Casual Denim Jacket,Fashion,163,24
2024-09-01,Collagen Face Sheet Mask Pack,Beauty,73,29
2024-09-01,Cotton Round Neck T-Shirt,Fashion,181,19
2024-09-01,Laptop Stand Adjustable,Electronics,31,20
2024-09-01,Leather Wallet Slim,Fashion,230,46
2024-09-01,Mechanical Keyboard RGB,Electronics,70,37
2024-09-01,Memory Foam Pillow,Home & Living,187,37
2024-09-01,Moisturising Sunscreen SPF50,Beauty,46,46
2024-09-01,Natural Aloe Vera Gel 200ml,Beauty,109,31
2024-09-01,Noise Cancelling Headphones,Electronics,186,50
2024-09-01,Non-Stick Frying Pan 26cm,Home & Living,160,31
2024-09-01,Portable Phone Charger 20000mAh,Electronics,145,44
2024-09-01,Running Sports Shoes,Fashion,84,17
2024-09-01,Scented Soy Wax Candle,Home & Living,198,22
2024-09-01,Slim Fit Chino Pants,Fashion,126,18
2024-09-01,Smart LED Desk Lamp,Electronics,141,17
2024-09-01,Stainless Steel Water Bottle 1L,Home & Living,100,21
2024-09-01,Sunglasses UV400 Polarized,Fashion,214,29
2024-09-01,USB-C Fast Charging Cable,Electronics,22,22
2024-09-01,Under Eye Cream Dark Circles,Beauty,136,21
2024-09-01,Vitamin C Face Serum 30ml,Beauty,54,26
2024-09-01,Webcam HD 1080p,Electronics,116,18
2024-09-01,Wireless Bluetooth Earbuds,Electronics,35,23
2024-10-01,Bamboo Cutting Board Set,Home & Living,123,16
2024-10-01,Casual Denim Jacket,Fashion,187,49
2024-10-01,Collagen Face Sheet Mask Pack,Beauty,128,16
2024-10-01,Cotton Round Neck T-Shirt,Fashion,185,31
2024-10-01,Laptop Stand Adjustable,Electronics,56,25
2024-10-01,Leather Wallet Slim,Fashion,227,27
2024-10-01,Mechanical Keyboard RGB,Electronics,38,39
2024-10-01,Memory Foam Pillow,Home & Living,85,34
2024-10-01,Moisturising Sunscreen SPF50,Beauty,163,36
2024-10-01,Natural Aloe Vera Gel 200ml,Beauty,13,32
2024-10-01,Noise Cancelling Headphones,Electronics,55,39
2024-10-01,Non-Stick Frying Pan 26cm,Home & Living,61,33
2024-10-01,Portable Phone Charger 20000mAh,Electronics,229,33
2024-10-01,Running Sports Shoes,Fashion,242,27
2024-10-01,Scented Soy Wax Candle,Home & Living,88,47
2024-10-01,Slim Fit Chino Pants,Fashion,161,39
2024-10-01,Smart LED Desk Lamp,Electronics,48,24
2024-10-01,Stainless Steel Water Bottle 1L,Home & Living,219,27
2024-10-01,Sunglasses UV400 Polarized,Fashion,199,15
2024-10-01,USB-C Fast Charging Cable,Electronics,15,38
2024-10-01,Under Eye Cream Dark Circles,Beauty,225,48
2024-10-01,Vitamin C Face Serum 30ml,Beauty,137,47
2024-10-01,Webcam HD 1080p,Electronics,183,35
2024-10-01,Wireless Bluetooth Earbuds,Electronics,152,44
2024-11-01,Bamboo Cutting Board Set,Home & Living,50,37
2024-11-01,Casual Denim Jacket,Fashion,78,26
2024-11-01,Collagen Face Sheet Mask Pack,Beauty,217,23
2024-11-01,Cotton Round Neck T-Shirt,Fashion,169,26
2024-11-01,Laptop Stand Adjustable,Electronics,12,38
2024-11-01,Leather Wallet Slim,Fashion,172,28
2024-11-01,Mechanical Keyboard RGB,Electronics,28,35
2024-11-01,Memory Foam Pillow,Home & Living,213,25
2024-11-01,Moisturising Sunscreen SPF50,Beauty,99,49
2024-11-01,Natural Aloe Vera Gel 200ml,Beauty,31,24
2024-11-01,Noise Cancelling Headphones,Electronics,58,43
2024-11-01,Non-Stick Frying Pan 26cm,Home & Living,131,35
2024-11-01,Portable Phone Charger 20000mAh,Electronics,206,47
2024-11-01,Running Sports Shoes,Fashion,50,35
2024-11-01,Scented Soy Wax Candle,Home & Living,155,24
2024-11-01,Slim Fit Chino Pants,Fashion,111,42
2024-11-01,Smart LED Desk Lamp,Electronics,185,37
2024-11-01,Stainless Steel Water Bottle 1L,Home & Living,125,46
2024-11-01,Sunglasses UV400 Polarized,Fashion,116,29
2024-11-01,USB-C Fast Charging Cable,Electronics,167,39
2024-11-01,Under Eye Cream Dark Circles,Beauty,14,41
2024-11-01,Vitamin C Face Serum 30ml,Beauty,30,40
2024-11-01,Webcam HD 1080p,Electronics,137,31
2024-11-01,Wireless Bluetooth Earbuds,Electronics,215,25
2024-12-01,Bamboo Cutting Board Set,Home & Living,169,47
2024-12-01,Casual Denim Jacket,Fashion,180,26
2024-12-01,Collagen Face Sheet Mask Pack,Beauty,204,17
2024-12-01,Cotton Round Neck T-Shirt,Fashion,69,42
2024-12-01,Laptop Stand Adjustable,Electronics,156,25
2024-12-01,Leather Wallet Slim,Fashion,181,24
2024-12-01,Mechanical Keyboard RGB,Electronics,65,17
2024-12-01,Memory Foam Pillow,Home & Living,95,31
2024-12-01,Moisturising Sunscreen SPF50,Beauty,195,21
2024-12-01,Natural Aloe Vera Gel 200ml,Beauty,67,49
2024-12-01,Noise Cancelling Headphones,Electronics,48,35
2024-12-01,Non-Stick Frying Pan 26cm,Home & Living,106,19
2024-12-01,Portable Phone Charger 20000mAh,Electronics,39,19
2024-12-01,Running Sports Shoes,Fashion,175,41
2024-12-01,Scented Soy Wax Candle,Home & Living,16,50
2024-12-01,Slim Fit Chino Pants,Fashion,72,44
2024-12-01,Smart LED Desk Lamp,Electronics,92,41
2024-12-01,Stainless Steel Water Bottle 1L,Home & Living,20,42
2024-12-01,Sunglasses UV400 Polarized,Fashion,54,33
2024-12-01,USB-C Fast Charging Cable,Electronics,48,33
2024-12-01,Under Eye Cream Dark Circles,Beauty,96,21
2024-12-01,Vitamin C Face Serum 30ml,Beauty,59,28
2024-12-01,Webcam HD 1080p,Electronics,90,40
2024-12-01,Wireless Bluetooth Earbuds,Electronics,17,38
2025-01-01,Bamboo Cutting Board Set,Home & Living,36,22
2025-01-01,Casual Denim Jacket,Fashion,149,41
2025-01-01,Collagen Face Sheet Mask Pack,Beauty,224,15
2025-01-01,Cotton Round Neck T-Shirt,Fashion,105,33
2025-01-01,Laptop Stand Adjustable,Electronics,156,49
2025-01-01,Leather Wallet Slim,Fashion,192,38
2025-01-01,Mechanical Keyboard RGB,Electronics,55,24
2025-01-01,Memory Foam Pillow,Home & Living,238,15
2025-01-01,Moisturising Sunscreen SPF50,Beauty,109,34
2025-01-01,Natural Aloe Vera Gel 200ml,Beauty,88,23
2025-01-01,Noise Cancelling Headphones,Electronics,34,26
2025-01-01,Non-Stick Frying Pan 26cm,Home & Living,112,34
2025-01-01,Portable Phone Charger 20000mAh,Electronics,190,25
2025-01-01,Running Sports Shoes,Fashion,147,24
2025-01-01,Scented Soy Wax Candle,Home & Living,145,35
2025-01-01,Slim Fit Chino Pants,Fashion,140,22
2025-01-01,Smart LED Desk Lamp,Electronics,26,20
2025-01-01,Stainless Steel Water Bottle 1L,Home & Living,147,46
2025-01-01,Sunglasses UV400 Polarized,Fashion,232,42
2025-01-01,USB-C Fast Charging Cable,Electronics,228,29
2025-01-01,Under Eye Cream Dark Circles,Beauty,77,50
2025-01-01,Vitamin C Face Serum 30ml,Beauty,147,18
2025-01-01,Webcam HD 1080p,Electronics,210,19
2025-01-01,Wireless Bluetooth Earbuds,Electronics,21,32
2025-02-01,Bamboo Cutting Board Set,Home & Living,193,42
2025-02-01,Casual Denim Jacket,Fashion,195,23
2025-02-01,Collagen Face Sheet Mask Pack,Beauty,21,33
2025-02-01,Cotton Round Neck T-Shirt,Fashion,173,40
2025-02-01,Laptop Stand Adjustable,Electronics,55,47
2025-02-01,Leather Wallet Slim,Fashion,201,34
2025-02-01,Mechanical Keyboard RGB,Electronics,222,35
2025-02-01,Memory Foam Pillow,Home & Living,38,24
2025-02-01,Moisturising Sunscreen SPF50,Beauty,14,34
2025-02-01,Natural Aloe Vera Gel 200ml,Beauty,186,19
2025-02-01,Noise Cancelling Headphones,Electronics,143,35
2025-02-01,Non-Stick Frying Pan 26cm,Home & Living,178,26
2025-02-01,Portable Phone Charger 20000mAh,Electronics,123,48
2025-02-01,Running Sports Shoes,Fashion,208,22
2025-02-01,Scented Soy Wax Candle,Home & Living,217,24
2025-02-01,Slim Fit Chino Pants,Fashion,82,40
2025-02-01,Smart LED Desk Lamp,Electronics,132,30
2025-02-01,Stainless Steel Water Bottle 1L,Home & Living,65,33
2025-02-01,Sunglasses UV400 Polarized,Fashion,162,42
2025-02-01,USB-C Fast Charging Cable,Electronics,244,46
2025-02-01,Under Eye Cream Dark Circles,Beauty,55,19
2025-02-01,Vitamin C Face Serum 30ml,Beauty,59,26
2025-02-01,Webcam HD 1080p,Electronics,208,39
2025-02-01,Wireless Bluetooth Earbuds,Electronics,20,39
2025-03-01,Bamboo Cutting Board Set,Home & Living,15,25
2025-03-01,Casual Denim Jacket,Fashion,38,50
2025-03-01,Collagen Face Sheet Mask Pack,Beauty,59,49
2025-03-01,Cotton Round Neck T-Shirt,Fashion,49,41
2025-03-01,Laptop Stand Adjustable,Electronics,146,28
2025-03-01,Leather Wallet Slim,Fashion,157,48
2025-03-01,Mechanical Keyboard RGB,Electronics,244,22
2025-03-01,Memory Foam Pillow,Home & Living,118,41
2025-03-01,Moisturising Sunscreen SPF50,Beauty,201,25
2025-03-01,Natural Aloe Vera Gel 200ml,Beauty,148,36
2025-03-01,Noise Cancelling Headphones,Electronics,33,45
2025-03-01,Non-Stick Frying Pan 26cm,Home & Living,66,42
2025-03-01,Portable Phone Charger 20000mAh,Electronics,82,46
2025-03-01,Running Sports Shoes,Fashion,34,25
2025-03-01,Scented Soy Wax Candle,Home & Living,190,15
2025-03-01,Slim Fit Chino Pants,Fashion,160,32
2025-03-01,Smart LED Desk Lamp,Electronics,250,47
2025-03-01,Stainless Steel Water Bottle 1L,Home & Living,15,18
2025-03-01,Sunglasses UV400 Polarized,Fashion,141,27
2025-03-01,USB-C Fast Charging Cable,Electronics,213,22
2025-03-01,Under Eye Cream Dark Circles,Beauty,25,15
2025-03-01,Vitamin C Face Serum 30ml,Beauty,99,27
2025-03-01,Webcam HD 1080p,Electronics,230,43
2025-03-01,Wireless Bluetooth Earbuds,Electronics,51,31
2025-04-01,Bamboo Cutting Board Set,Home & Living,51,44
2025-04-01,Casual Denim Jacket,Fashion,178,18
2025-04-01,Collagen Face Sheet Mask Pack,Beauty,235,47
2025-04-01,Cotton Round Neck T-Shirt,Fashion,150,15
2025-04-01,Laptop Stand Adjustable,Electronics,233,21
2025-04-01,Leather Wallet Slim,Fashion,151,25
2025-04-01,Mechanical Keyboard RGB,Electronics,79,30
2025-04-01,Memory Foam Pillow,Home & Living,188,42
2025-04-01,Moisturising Sunscreen SPF50,Beauty,55,50
2025-04-01,Natural Aloe Vera Gel 200ml,Beauty,237,28
2025-04-01,Noise Cancelling Headphones,Electronics,236,48
2025-04-01,Non-Stick Frying Pan 26cm,Home & Living,111,49
2025-04-01,Portable Phone Charger 20000mAh,Electronics,171,17
2025-04-01,Running Sports Shoes,Fashion,246,41
2025-04-01,Scented Soy Wax Candle,Home & Living,203,42
2025-04-01,Slim Fit Chino Pants,Fashion,249,37
2025-04-01,Smart LED Desk Lamp,Electronics,93,26
2025-04-01,Stainless Steel Water Bottle 1L,Home & Living,25,43
2025-04-01,Sunglasses UV400 Polarized,Fashion,225,25
2025-04-01,USB-C Fast Charging Cable,Electronics,10,35
2025-04-01,Under Eye Cream Dark Circles,Beauty,248,30
2025-04-01,Vitamin C Face Serum 30ml,Beauty,229,29
2025-04-01,Webcam HD 1080p,Electronics,240,30
2025-04-01,Wireless Bluetooth Earbuds,Electronics,111,27
2025-05-01,Bamboo Cutting Board Set,Home & Living,61,29
2025-05-01,Casual Denim Jacket,Fashion,10,19
2025-05-01,Collagen Face Sheet Mask Pack,Beauty,128,19
2025-05-01,Cotton Round Neck T-Shirt,Fashion,55,40
2025-05-01,Laptop Stand Adjustable,Electronics,182,28
2025-05-01,Leather Wallet Slim,Fashion,73,42
2025-05-01,Mechanical Keyboard RGB,Electronics,172,22
2025-05-01,Memory Foam Pillow,Home & Living,212,25
2025-05-01,Moisturising Sunscreen SPF50,Beauty,197,29
2025-05-01,Natural Aloe Vera Gel 200ml,Beauty,99,26
2025-05-01,Noise Cancelling Headphones,Electronics,236,49
2025-05-01,Non-Stick Frying Pan 26cm,Home & Living,179,47
2025-05-01,Portable Phone Charger 20000mAh,Electronics,114,20
2025-05-01,Running Sports Shoes,Fashion,151,34
2025-05-01,Scented Soy Wax Candle,Home & Living,193,24
2025-05-01,Slim Fit Chino Pants,Fashion,126,21
2025-05-01,Smart LED Desk Lamp,Electronics,139,36
2025-05-01,Stainless Steel Water Bottle 1L,Home & Living,58,24
2025-05-01,Sunglasses UV400 Polarized,Fashion,208,21
2025-05-01,USB-C Fast Charging Cable,Electronics,64,45
2025-05-01,Under Eye Cream Dark Circles,Beauty,35,49
2025-05-01,Vitamin C Face Serum 30ml,Beauty,227,47
2025-05-01,Webcam HD 1080p,Electronics,243,40
2025-05-01,Wireless Bluetooth Earbuds,Electronics,166,39
2025-06-01,Bamboo Cutting Board Set,Home & Living,158,49
2025-06-01,Casual Denim Jacket,Fashion,114,22
2025-06-01,Collagen Face Sheet Mask Pack,Beauty,189,40
2025-06-01,Cotton Round Neck T-Shirt,Fashion,143,21
2025-06-01,Laptop Stand Adjustable,Electronics,93,16
2025-06-01,Leather Wallet Slim,Fashion,73,19
2025-06-01,Mechanical Keyboard RGB,Electronics,118,38
2025-06-01,Memory Foam Pillow,Home & Living,100,41
2025-06-01,Moisturising Sunscreen SPF50,Beauty,55,16
2025-06-01,Natural Aloe Vera Gel 200ml,Beauty,193,24
2025-06-01,Noise Cancelling Headphones,Electronics,221,25
2025-06-01,Non-Stick Frying Pan 26cm,Home & Living,187,22
2025-06-01,Portable Phone Charger 20000mAh,Electronics,136,39
2025-06-01,Running Sports Shoes,Fashion,169,23
2025-06-01,Scented Soy Wax Candle,Home & Living,174,30
2025-06-01,Slim Fit Chino Pants,Fashion,229,32
2025-06-01,Smart LED Desk Lamp,Electronics,34,17
2025-06-01,Stainless Steel Water Bottle 1L,Home & Living,127,47
2025-06-01,Sunglasses UV400 Polarized,Fashion,129,43
2025-06-01,USB-C Fast Charging Cable,Electronics,113,45
2025-06-01,Under Eye Cream Dark Circles,Beauty,148,34
2025-06-01,Vitamin C Face Serum 30ml,Beauty,99,46
2025-06-01,Webcam HD 1080p,Electronics,11,49
2025-06-01,Wireless Bluetooth Earbuds,Electronics,145,45
