review_date,product_name,category,source,author_name,rating,review_text
2024-01-08,Pigeon Aluminium Non-Stick Pan,Home & Living,Meesho,Ramesh B.,5,Amazing! This is one of the best purchases I have made.
2024-01-08,Prestige Induction Cooktop 1200W,Home & Living,Amazon,Anjali E.,5,Five stars! Will recommend to friends and family.
2024-01-08,Puma Classic Track Pants,Fashion,Amazon,Nikhil A.,4,Brilliant quality. Worth every rupee spent.
2024-01-08,Syska USB Hub 4-Port,Office & Computing,App Store,Geeta U.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-08,Wow Skin Science Hair Oil,Beauty,Google Play,Sunita W.,4,Outstanding product. Fast delivery and good packaging.
2024-01-09,Allen Solly Polo T-Shirt,Fashion,Google Play,Amit D.,5,Amazing! This is one of the best purchases I have made.
2024-01-09,H&M Relaxed Fit Shirt,Fashion,App Store,Sanjay L.,4,Five stars! Will recommend to friends and family.
2024-01-09,HP 65W Laptop Power Adapter,Office & Computing,Myntra,Kavya T.,5,Top notch quality. Highly recommend to everyone.
2024-01-09,JBL Flip 6 Bluetooth Speaker,Electronics,Myntra,Preeti C.,4,Exceeded my expectations. Will definitely buy again.
2024-01-09,Levi's 511 Slim Fit Jeans,Fashion,Google Play,Karan J.,4,Five stars! Will recommend to friends and family.
2024-01-10,H&M Relaxed Fit Shirt,Fashion,Meesho,Geeta U.,4,Top notch quality. Highly recommend to everyone.
2024-01-10,Pigeon Aluminium Non-Stick Pan,Home & Living,Myntra,Priya S.,5,Top notch quality. Highly recommend to everyone.
2024-01-10,Royalford Bamboo Chopping Board,Home & Living,App Store,Mohit Y.,3,Works but quality could be improved.
2024-01-10,Wow Skin Science Hair Oil,Beauty,Meesho,Preeti C.,1,Very frustrating experience. Arrived damaged.
2024-01-10,boAt Airdopes 141 TWS Earbuds,Electronics,App Store,Ramesh B.,5,Five stars! Will recommend to friends and family.
2024-01-11,FabIndia Cotton Kurta,Fashion,Google Play,Rohan D.,4,Top notch quality. Highly recommend to everyone.
2024-01-11,Mamaearth Vitamin C Face Wash,Beauty,App Store,Farhan X.,3,Product is okay. Delivery was delayed slightly.
2024-01-11,Prestige Induction Cooktop 1200W,Home & Living,Myntra,Anjali E.,1,Very bad experience. Customer service was unhelpful.
2024-01-11,Samsung Galaxy Buds3 Pro,Electronics,Meesho,Suresh I.,5,Great value for money. Very happy with my purchase.
2024-01-11,Sony WH-1000XM5 Headphones,Electronics,Google Play,Preeti C.,4,Exceeded my expectations. Will definitely buy again.
2024-01-11,Story@Home Blackout Curtains,Home & Living,Google Play,Priya S.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-12,Prestige Induction Cooktop 1200W,Home & Living,Myntra,Preeti C.,3,Product is okay. Delivery was delayed slightly.
2024-01-12,Puma Classic Track Pants,Fashion,Myntra,Vikram H.,3,Product is okay. Delivery was delayed slightly.
2024-01-12,Sony WH-1000XM5 Headphones,Electronics,Myntra,Ramesh B.,5,Exceeded my expectations. Will definitely buy again.
2024-01-12,Woodland Casual Sneakers,Fashion,Meesho,Suresh I.,4,Five stars! Will recommend to friends and family.
2024-01-12,Wow Skin Science Hair Oil,Beauty,Google Play,Farhan X.,3,Decent product. Does exactly what it says.
2024-01-13,H&M Relaxed Fit Shirt,Fashion,Google Play,Preeti C.,2,Terrible quality. Broke within a week.
2024-01-13,Logitech MX Keys Keyboard,Electronics,Meesho,Suresh I.,4,Brilliant quality. Worth every rupee spent.
2024-01-13,Mamaearth Vitamin C Face Wash,Beauty,App Store,Aditya R.,5,Perfect product. Works exactly as described.
2024-01-13,Puma Classic Track Pants,Fashion,Myntra,Kavya T.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-13,Samsung Galaxy Buds3 Pro,Electronics,Myntra,Nisha G.,3,Acceptable quality. Expected a bit more.
2024-01-14,HP 65W Laptop Power Adapter,Office & Computing,Myntra,Suresh I.,5,Exceeded my expectations. Will definitely buy again.
2024-01-14,JBL Flip 6 Bluetooth Speaker,Electronics,App Store,Anjali E.,4,Very satisfied. Quality is premium and packaging was neat.
2024-01-14,boAt Airdopes 141 TWS Earbuds,Electronics,Flipkart,Mohit Y.,4,Great value for money. Very happy with my purchase.
2024-01-15,AmazonBasics Adjustable Laptop Stand,Office & Computing,App Store,Karan J.,4,Amazing! This is one of the best purchases I have made.
2024-01-15,FabIndia Cotton Kurta,Fashion,Flipkart,Nikhil A.,3,Okay product. Nothing extraordinary.
2024-01-15,Kuber Industries Storage Box,Home & Living,Myntra,Divya F.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-15,Portronics Table Lamp LED,Office & Computing,Google Play,Deepa C.,4,Outstanding product. Fast delivery and good packaging.
2024-01-15,Sony WH-1000XM5 Headphones,Electronics,Meesho,Priya S.,3,Works but quality could be improved.
2024-01-15,boAt Airdopes 141 TWS Earbuds,Electronics,Flipkart,Aditya R.,5,Brilliant quality. Worth every rupee spent.
2024-01-16,Levi's 511 Slim Fit Jeans,Fashion,Flipkart,Ramesh B.,4,Outstanding product. Fast delivery and good packaging.
2024-01-16,Portronics Table Lamp LED,Office & Computing,Myntra,Mohit Y.,5,Very satisfied. Quality is premium and packaging was neat.
2024-01-16,Sony WH-1000XM5 Headphones,Electronics,Meesho,Farhan X.,4,Perfect product. Works exactly as described.
2024-01-17,Lakme Absolute Foundation,Beauty,Myntra,Arjun P.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-17,Milton Thermosteel Flask 1L,Home & Living,Myntra,Divya F.,5,Exceeded my expectations. Will definitely buy again.
2024-01-17,Puma Classic Track Pants,Fashion,Flipkart,Sanjay L.,3,Decent product. Does exactly what it says.
2024-01-17,Zebronics ZEB-Crystal Pro Webcam,Electronics,Flipkart,Farhan X.,5,Exceeded my expectations. Will definitely buy again.
2024-01-18,HP 65W Laptop Power Adapter,Office & Computing,Meesho,Farhan X.,4,Great value for money. Very happy with my purchase.
2024-01-18,Mi 10000mAh Power Bank,Electronics,Google Play,Suresh I.,5,Exceeded my expectations. Will definitely buy again.
2024-01-18,Portronics Table Lamp LED,Office & Computing,Meesho,Sneha R.,5,Brilliant quality. Worth every rupee spent.
2024-01-18,Prestige Induction Cooktop 1200W,Home & Living,Amazon,Rahul O.,5,Amazing! This is one of the best purchases I have made.
2024-01-18,Royalford Bamboo Chopping Board,Home & Living,Google Play,Nikhil A.,5,Exceeded my expectations. Will definitely buy again.
2024-01-18,Sony WH-1000XM5 Headphones,Electronics,Flipkart,Divya F.,5,Outstanding product. Fast delivery and good packaging.
2024-01-19,Allen Solly Polo T-Shirt,Fashion,App Store,Sunita W.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-19,FabIndia Cotton Kurta,Fashion,Meesho,Ravi K.,5,Amazing! This is one of the best purchases I have made.
2024-01-19,Royalford Bamboo Chopping Board,Home & Living,Meesho,Suresh I.,4,Exceeded my expectations. Will definitely buy again.
2024-01-19,Story@Home Blackout Curtains,Home & Living,Amazon,Nikhil A.,4,Outstanding product. Fast delivery and good packaging.
2024-01-19,Wow Skin Science Hair Oil,Beauty,App Store,Arjun P.,4,Top notch quality. Highly recommend to everyone.
2024-01-20,JBL Flip 6 Bluetooth Speaker,Electronics,App Store,Sneha R.,4,Great value for money. Very happy with my purchase.
2024-01-20,Levi's 511 Slim Fit Jeans,Fashion,Google Play,Ramesh B.,4,Five stars! Will recommend to friends and family.
2024-01-20,Sony WH-1000XM5 Headphones,Electronics,Amazon,Pooja V.,4,Top notch quality. Highly recommend to everyone.
2024-01-20,Woodland Casual Sneakers,Fashion,Meesho,Vikram H.,5,Brilliant quality. Worth every rupee spent.
2024-01-20,Zebronics ZEB-Crystal Pro Webcam,Electronics,Google Play,Sunita W.,4,Great value for money. Very happy with my purchase.
2024-01-21,JBL Flip 6 Bluetooth Speaker,Electronics,App Store,Divya F.,5,Outstanding product. Fast delivery and good packaging.
2024-01-21,Kuber Industries Storage Box,Home & Living,Google Play,Mohit Y.,3,Acceptable quality. Expected a bit more.
2024-01-21,Mamaearth Vitamin C Face Wash,Beauty,Meesho,Lalita Q.,3,It's fine. Meets basic requirements.
2024-01-21,Pigeon Aluminium Non-Stick Pan,Home & Living,Myntra,Rohan D.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-21,Syska USB Hub 4-Port,Office & Computing,Meesho,Sanjay L.,4,Top notch quality. Highly recommend to everyone.
2024-01-22,AmazonBasics Adjustable Laptop Stand,Office & Computing,Google Play,Ravi K.,4,Exceeded my expectations. Will definitely buy again.
2024-01-22,Anker 65W GaN Fast Charger,Electronics,Myntra,Deepa C.,5,Perfect product. Works exactly as described.
2024-01-22,Logitech MX Keys Keyboard,Electronics,Meesho,Kavya T.,4,Exceeded my expectations. Will definitely buy again.
2024-01-22,Milton Thermosteel Flask 1L,Home & Living,Amazon,Farhan X.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-22,Puma Classic Track Pants,Fashion,Myntra,Geeta U.,4,Very satisfied. Quality is premium and packaging was neat.
2024-01-22,Story@Home Blackout Curtains,Home & Living,Meesho,Vikram H.,3,Does the job but not impressed.
2024-01-22,Zebronics ZEB-Crystal Pro Webcam,Electronics,Amazon,Sanjay L.,4,Amazing! This is one of the best purchases I have made.
2024-01-23,Biotique Bio Morning Nector SPF,Beauty,Meesho,Mohit Y.,5,Very satisfied. Quality is premium and packaging was neat.
2024-01-23,FabIndia Cotton Kurta,Fashion,Myntra,Sneha R.,5,Exceeded my expectations. Will definitely buy again.
2024-01-23,H&M Relaxed Fit Shirt,Fashion,Amazon,Karan J.,4,Top notch quality. Highly recommend to everyone.
2024-01-23,Minimalist 10% Niacinamide Serum,Beauty,Amazon,Ishaan B.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-23,Portronics Table Lamp LED,Office & Computing,Meesho,Sanjay L.,4,Top notch quality. Highly recommend to everyone.
2024-01-23,Woodland Casual Sneakers,Fashion,Flipkart,Geeta U.,4,Very satisfied. Quality is premium and packaging was neat.
2024-01-24,HP 65W Laptop Power Adapter,Office & Computing,Google Play,Sanjay L.,5,Five stars! Will recommend to friends and family.
2024-01-24,Mi 10000mAh Power Bank,Electronics,Amazon,Geeta U.,5,Amazing! This is one of the best purchases I have made.
2024-01-24,Milton Thermosteel Flask 1L,Home & Living,Amazon,Suresh I.,5,Great value for money. Very happy with my purchase.
2024-01-24,Puma Classic Track Pants,Fashion,Meesho,Kavya T.,2,Not worth the money. Would not recommend.
2024-01-24,Wow Skin Science Hair Oil,Beauty,Flipkart,Divya F.,4,Brilliant quality. Worth every rupee spent.
2024-01-24,Zebronics ZEB-Crystal Pro Webcam,Electronics,App Store,Rahul O.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-01-25,Anker 65W GaN Fast Charger,Electronics,Amazon,Ananya M.,5,Very satisfied. Quality is premium and packaging was neat.
2024-01-25,Wow Skin Science Hair Oil,Beauty,Flipkart,Sanjay L.,5,Outstanding product. Fast delivery and good packaging.
2024-01-26,AmazonBasics Adjustable Laptop Stand,Office & Computing,Amazon,Sanjay L.,5,Exceeded my expectations. Will definitely buy again.
2024-01-26,Anker 65W GaN Fast Charger,Electronics,Google Play,Aditya R.,2,Bad product. Had issues from day one.
2024-01-26,Levi's 511 Slim Fit Jeans,Fashion,App Store,Nikhil A.,5,Top notch quality. Highly recommend to everyone.
2024-01-26,Milton Thermosteel Flask 1L,Home & Living,App Store,Amit D.,1,Very bad experience. Customer service was unhelpful.
2024-01-26,Royalford Bamboo Chopping Board,Home & Living,App Store,Shreya Z.,5,Great value for money. Very happy with my purchase.
2024-01-26,Wow Skin Science Hair Oil,Beauty,Myntra,Deepa C.,4,Very satisfied. Quality is premium and packaging was neat.
2024-01-27,Allen Solly Polo T-Shirt,Fashion,Google Play,Preeti C.,3,Not bad. Could be better but serves the purpose.
2024-01-27,Anker 65W GaN Fast Charger,Electronics,Flipkart,Rohan D.,3,Average quality but acceptable for the price.
2024-01-27,FabIndia Cotton Kurta,Fashion,Meesho,Mohit Y.,5,Very satisfied. Quality is premium and packaging was neat.
2024-01-27,HP 65W Laptop Power Adapter,Office & Computing,Amazon,Geeta U.,4,Perfect product. Works exactly as described.
2024-01-27,Levi's 511 Slim Fit Jeans,Fashion,Myntra,Shreya Z.,4,Exceeded my expectations. Will definitely buy again.
2024-01-27,Pigeon Aluminium Non-Stick Pan,Home & Living,App Store,Farhan X.,5,Amazing! This is one of the best purchases I have made.
2024-01-27,Prestige Induction Cooktop 1200W,Home & Living,Meesho,Divya F.,4,Five stars! Will recommend to friends and family.
2024-01-27,Royalford Bamboo Chopping Board,Home & Living,App Store,Lalita Q.,3,Product is okay. Delivery was delayed slightly.
2024-01-27,Wow Skin Science Hair Oil,Beauty,App Store,Amit D.,5,Very satisfied. Quality is premium and packaging was neat.
2024-01-27,boAt Airdopes 141 TWS Earbuds,Electronics,Flipkart,Suresh I.,4,Amazing! This is one of the best purchases I have made.
2024-01-28,Allen Solly Polo T-Shirt,Fashion,Myntra,Pooja V.,4,Very satisfied. Quality is premium and packaging was neat.
2024-01-28,Anker 65W GaN Fast Charger,Electronics,Amazon,Sneha R.,3,It's fine. Meets basic requirements.
2024-01-28,Mi 10000mAh Power Bank,Electronics,Meesho,Rahul O.,5,Very satisfied. Quality is premium and packaging was neat.
2024-01-29,Allen Solly Polo T-Shirt,Fashion,Flipkart,Preeti C.,3,Works but quality could be improved.
2024-01-29,FabIndia Cotton Kurta,Fashion,Meesho,Anjali E.,4,Exceeded my expectations. Will definitely buy again.
2024-01-29,JBL Flip 6 Bluetooth Speaker,Electronics,Flipkart,Ravi K.,3,Okay product. Nothing extraordinary.
2024-01-29,Levi's 511 Slim Fit Jeans,Fashion,Flipkart,Meena N.,5,Great value for money. Very happy with my purchase.
2024-01-29,Plum Green Tea Toner 200ml,Beauty,Meesho,Amit D.,3,Acceptable quality. Expected a bit more.
2024-01-30,Anker 65W GaN Fast Charger,Electronics,Myntra,Sanjay L.,4,Exceeded my expectations. Will definitely buy again.
2024-01-30,Mamaearth Vitamin C Face Wash,Beauty,Myntra,Vikram H.,5,Exceeded my expectations. Will definitely buy again.
2024-01-30,Sony WH-1000XM5 Headphones,Electronics,Google Play,Ravi K.,3,Average quality but acceptable for the price.
2024-01-31,AmazonBasics Adjustable Laptop Stand,Office & Computing,Amazon,Rohan D.,4,Brilliant quality. Worth every rupee spent.
2024-01-31,Portronics Table Lamp LED,Office & Computing,Meesho,Pooja V.,5,Outstanding product. Fast delivery and good packaging.
2024-01-31,Puma Classic Track Pants,Fashion,Flipkart,Ananya M.,4,Top notch quality. Highly recommend to everyone.
2024-01-31,boAt Airdopes 141 TWS Earbuds,Electronics,Meesho,Karan J.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-01,Allen Solly Polo T-Shirt,Fashion,Myntra,Kavya T.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-01,AmazonBasics Adjustable Laptop Stand,Office & Computing,Amazon,Mohit Y.,5,Brilliant quality. Worth every rupee spent.
2024-02-01,HP 65W Laptop Power Adapter,Office & Computing,App Store,Sneha R.,3,Average quality but acceptable for the price.
2024-02-01,Kuber Industries Storage Box,Home & Living,App Store,Deepa C.,5,Perfect product. Works exactly as described.
2024-02-01,Mi 10000mAh Power Bank,Electronics,Google Play,Ramesh B.,3,Decent product. Does exactly what it says.
2024-02-01,Pigeon Aluminium Non-Stick Pan,Home & Living,Amazon,Farhan X.,4,Great value for money. Very happy with my purchase.
2024-02-01,Portronics Table Lamp LED,Office & Computing,Amazon,Preeti C.,5,Top notch quality. Highly recommend to everyone.
2024-02-01,Samsung Galaxy Buds3 Pro,Electronics,Amazon,Karan J.,4,Amazing! This is one of the best purchases I have made.
2024-02-01,Syska USB Hub 4-Port,Office & Computing,Flipkart,Vikram H.,2,Bad product. Had issues from day one.
2024-02-02,Allen Solly Polo T-Shirt,Fashion,Meesho,Rahul O.,4,Perfect product. Works exactly as described.
2024-02-02,Anker 65W GaN Fast Charger,Electronics,Flipkart,Deepa C.,3,Neither good nor bad. Just average.
2024-02-02,HP 65W Laptop Power Adapter,Office & Computing,Flipkart,Aditya R.,3,Does the job but not impressed.
2024-02-02,Levi's 511 Slim Fit Jeans,Fashion,Myntra,Ananya M.,3,Product is okay. Delivery was delayed slightly.
2024-02-02,Plum Green Tea Toner 200ml,Beauty,Meesho,Kavya T.,4,Very satisfied. Quality is premium and packaging was neat.
2024-02-02,Portronics Table Lamp LED,Office & Computing,Meesho,Priya S.,4,Exceeded my expectations. Will definitely buy again.
2024-02-02,Story@Home Blackout Curtains,Home & Living,Amazon,Sneha R.,4,Exceeded my expectations. Will definitely buy again.
2024-02-03,Allen Solly Polo T-Shirt,Fashion,Amazon,Mohit Y.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-03,Samsung Galaxy Buds3 Pro,Electronics,Flipkart,Deepa C.,5,Great value for money. Very happy with my purchase.
2024-02-03,Story@Home Blackout Curtains,Home & Living,Myntra,Sunita W.,2,Waste of money. Completely unsatisfied.
2024-02-04,Levi's 511 Slim Fit Jeans,Fashion,Google Play,Divya F.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-04,Mi 10000mAh Power Bank,Electronics,Amazon,Aditya R.,5,Amazing! This is one of the best purchases I have made.
2024-02-04,Puma Classic Track Pants,Fashion,Flipkart,Deepa C.,4,Top notch quality. Highly recommend to everyone.
2024-02-04,Wow Skin Science Hair Oil,Beauty,Google Play,Sneha R.,3,Product is okay. Delivery was delayed slightly.
2024-02-04,boAt Airdopes 141 TWS Earbuds,Electronics,Google Play,Mohit Y.,4,Amazing! This is one of the best purchases I have made.
2024-02-05,AmazonBasics Adjustable Laptop Stand,Office & Computing,Google Play,Ishaan B.,4,Exceeded my expectations. Will definitely buy again.
2024-02-05,Anker 65W GaN Fast Charger,Electronics,Meesho,Ananya M.,5,Great value for money. Very happy with my purchase.
2024-02-05,H&M Relaxed Fit Shirt,Fashion,Flipkart,Pooja V.,2,Bad product. Had issues from day one.
2024-02-05,HP 65W Laptop Power Adapter,Office & Computing,Flipkart,Meena N.,5,Top notch quality. Highly recommend to everyone.
2024-02-05,Kuber Industries Storage Box,Home & Living,Google Play,Rohan D.,1,Very frustrating experience. Arrived damaged.
2024-02-05,Logitech MX Keys Keyboard,Electronics,App Store,Divya F.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-05,Milton Thermosteel Flask 1L,Home & Living,Myntra,Anjali E.,5,Top notch quality. Highly recommend to everyone.
2024-02-05,Pigeon Aluminium Non-Stick Pan,Home & Living,Amazon,Shreya Z.,3,Neither good nor bad. Just average.
2024-02-05,Puma Classic Track Pants,Fashion,Flipkart,Arjun P.,4,Brilliant quality. Worth every rupee spent.
2024-02-06,Lakme Absolute Foundation,Beauty,Amazon,Meena N.,4,Amazing! This is one of the best purchases I have made.
2024-02-06,Mamaearth Vitamin C Face Wash,Beauty,Flipkart,Mohit Y.,3,Does the job but not impressed.
2024-02-06,Mi 10000mAh Power Bank,Electronics,Google Play,Divya F.,2,Very disappointed. Product quality is poor.
2024-02-06,Milton Thermosteel Flask 1L,Home & Living,Amazon,Sanjay L.,5,Brilliant quality. Worth every rupee spent.
2024-02-07,AmazonBasics Adjustable Laptop Stand,Office & Computing,Flipkart,Shreya Z.,2,Bad product. Had issues from day one.
2024-02-07,Mi 10000mAh Power Bank,Electronics,Google Play,Farhan X.,5,Perfect product. Works exactly as described.
2024-02-07,Milton Thermosteel Flask 1L,Home & Living,Meesho,Meena N.,4,Perfect product. Works exactly as described.
2024-02-07,Puma Classic Track Pants,Fashion,Myntra,Kavya T.,5,Amazing! This is one of the best purchases I have made.
2024-02-07,Sony WH-1000XM5 Headphones,Electronics,Meesho,Karan J.,5,Very satisfied. Quality is premium and packaging was neat.
2024-02-07,Wow Skin Science Hair Oil,Beauty,Myntra,Nisha G.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-09,Anker 65W GaN Fast Charger,Electronics,Google Play,Rahul O.,4,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-09,FabIndia Cotton Kurta,Fashion,Myntra,Farhan X.,5,Top notch quality. Highly recommend to everyone.
2024-02-09,Kuber Industries Storage Box,Home & Living,App Store,Nisha G.,5,Absolutely love this product! Quality is excellent and delivery was fast.
2024-02-09,Levi's 511 Slim Fit Jeans,Fashion,Flipkart,Deepa C.,2,Very bad experience. Customer service was unhelpful.
2024-02-09,Portronics Table Lamp LED,Office & Computing,Myntra,Priya S.,4,Outstanding product. Fast delivery and good packaging.
2024-02-10,Logitech MX Keys Keyboard,Electronics,Myntra,Lalita Q.,4,Brilliant quality. Worth every rupee spent.
2024-02-10,Mamaearth Vitamin C Face Wash,Beauty,Flipkart,Priya S.,5,Five stars! Will recommend to friends and family.
2024-02-10,Woodland Casual Sneakers,Fashion,Flipkart,Sanjay L.,5,Great value for money. Very happy with my purchase.
2024-02-10,Zebronics ZEB-Crystal Pro Webcam,Electronics,Google Play,Amit D.,5,Brilliant quality. Worth every rupee spent.
2024-02-11,Mamaearth Vitamin C Face Wash,Beauty,Google Play,Sanjay L.,3,Neither good nor bad. Just average.
2024-02-11,Mi 10000mAh Power Bank,Electronics,Google Play,Suresh I.,5,Very satisfied. Quality is premium and packaging was neat.
2024-02-11,Story@Home Blackout Curtains,Home & Living,Google Play,Sneha R.,5,Five stars! Will recommend to friends and family.
2024-02-12,Allen Solly Polo T-Shirt,Fashion,App Store,Deepa C.,4,Amazing! This is one of the best purchases I have made.
2024-02-12,H&M Relaxed Fit Shirt,Fashion,App Store,Rahul O.,3,Product is okay. Delivery was delayed slightly.
2024-02-12,Kuber Industries Storage Box,Home & Living,Amazon,Sanjay L.,3,Decent product. Does exactly what it says.
2024-02-12,Levi's 511 Slim Fit Jeans,Fashion,Google Play,Meena N.,5,Very satisfied. Quality is premium and packaging was neat.
2024-02-12,Mamaearth Vitamin C Face Wash,Beauty,Amazon,Suresh I.,4,Brilliant quality. Worth every rupee spent.
2024-02-12,Pigeon Aluminium Non-Stick Pan,Home & Living,Google Play,Rohan D.,5,Top notch quality. Highly recommend to everyone.
2024-02-12,Plum Green Tea Toner 200ml,Beauty,Flipkart,Anjali E.,4,Outstanding product. Fast delivery and good packaging.
2024-02-12,Portronics Table Lamp LED,Office & Computing,App Store,Shreya Z.,4,Exceeded my expectations. Will definitely buy again.
2024-02-12,Samsung Galaxy Buds3 Pro,Electronics,Myntra,Pooja V.,5,Exceeded my expectations. Will definitely buy again.
2024-02-12,Story@Home Blackout Curtains,Home & Living,Myntra,Farhan X.,5,Outstanding product. Fast delivery and good packaging.
