review_date,product_name,category,source,author_name,rating,review_text
2023-01-13,Smart LED Desk Lamp,Electronics,Google Reviews,Sneha P.,4,Good value for money. Happy with it.
2023-01-13,Casual Denim Jacket,Fashion,Flipkart,Meera J.,5,Perfect for my needs. Great quality.
2023-01-14,Scented Soy Wax Candle,Home & Living,Website,Sonal M.,3,Expected a bit more for the price.
2023-01-15,Bamboo Cutting Board Set,Home & Living,Amazon,Pooja S.,4,Great quality for the price. Highly recommend!
2023-01-15,Leather Wallet Slim,Fashion,Amazon,Ananya G.,4,"Packaging was nice, product works well."
2023-01-15,Wireless Bluetooth Earbuds,Electronics,App Store,Pooja S.,4,Works like a charm. Very pleased.
2023-01-15,Leather Wallet Slim,Fashion,Flipkart,Vikram T.,5,Exceeded my expectations. 5 stars!
2023-01-15,Under Eye Cream Dark Circles,Beauty,App Store,Kartik P.,5,Works like a charm. Very pleased.
2023-01-15,Casual Denim Jacket,Fashion,App Store,Kartik P.,2,Does not match the description at all.
2023-01-16,Mechanical Keyboard RGB,Electronics,Website,Ravi C.,2,Poor quality. Not worth the price.
2023-01-16,Collagen Face Sheet Mask Pack,Beauty,Google Reviews,Rahul K.,5,Sturdy build quality and works perfectly.
2023-01-16,Running Sports Shoes,Fashion,Website,Nisha L.,5,Sturdy build quality and works perfectly.
2023-01-17,Running Sports Shoes,Fashion,Google Reviews,Sonal M.,4,Sturdy build quality and works perfectly.
2023-01-17,Laptop Stand Adjustable,Electronics,Flipkart,Dhruv A.,5,Highly recommend to everyone. Brilliant!
2023-01-17,Collagen Face Sheet Mask Pack,Beauty,Website,Ananya G.,5,Absolutely love this product! Works exactly as described.
2023-01-17,Casual Denim Jacket,Fashion,App Store,Deepa M.,5,Very satisfied with my purchase. Fast delivery too.
2023-01-17,Bamboo Cutting Board Set,Home & Living,Website,Dhruv A.,5,Outstanding quality. Zero complaints.
2023-01-18,Collagen Face Sheet Mask Pack,Beauty,Amazon,Rahul K.,2,Poor quality. Not worth the price.
2023-01-19,Scented Soy Wax Candle,Home & Living,Amazon,Kavya N.,4,Excellent product. Will buy again.
2023-01-19,Cotton Round Neck T-Shirt,Fashion,Google Reviews,Meera J.,4,Great quality for the price. Highly recommend!
2023-01-19,Scented Soy Wax Candle,Home & Living,Amazon,Kavya N.,4,Works like a charm. Very pleased.
2023-01-19,Memory Foam Pillow,Home & Living,Google Reviews,Rahul K.,5,Works like a charm. Very pleased.
2023-01-20,Webcam HD 1080p,Electronics,Google Reviews,Ananya G.,4,Good value for money. Happy with it.
2023-01-20,Vitamin C Face Serum 30ml,Beauty,App Store,Aditya R.,3,Packaging was a bit damaged but product is fine.
2023-01-20,Wireless Bluetooth Earbuds,Electronics,Google Reviews,Rahul K.,4,Minor issues but overall a great buy.
2023-01-21,Leather Wallet Slim,Fashion,App Store,Sonal M.,5,Very satisfied with my purchase. Fast delivery too.
2023-01-21,Memory Foam Pillow,Home & Living,Amazon,Arjun M.,1,Poor quality. Not worth the price.
2023-01-21,Noise Cancelling Headphones,Electronics,Website,Rahul K.,5,Very satisfied with my purchase. Fast delivery too.
2023-01-21,Noise Cancelling Headphones,Electronics,Flipkart,Karan V.,5,Perfect for my needs. Great quality.
2023-01-21,Running Sports Shoes,Fashion,Google Reviews,Priya S.,3,Decent product. Does what it says.
2023-01-21,Memory Foam Pillow,Home & Living,Website,Priya S.,5,Great quality for the price. Highly recommend!
2023-01-22,Sunglasses UV400 Polarized,Fashion,Website,Ravi C.,5,Great quality for the price. Highly recommend!
2023-01-22,USB-C Fast Charging Cable,Electronics,Google Reviews,Suresh B.,3,Packaging was a bit damaged but product is fine.
2023-01-22,Leather Wallet Slim,Fashion,App Store,Priya S.,5,Good value for money. Happy with it.
2023-01-24,Memory Foam Pillow,Home & Living,Flipkart,Nisha L.,4,Good value for money. Happy with it.
2023-01-24,Scented Soy Wax Candle,Home & Living,App Store,Kavya N.,5,Outstanding quality. Zero complaints.
2023-01-24,Vitamin C Face Serum 30ml,Beauty,Amazon,Karan V.,4,"Packaging was nice, product works well."
2023-01-25,Mechanical Keyboard RGB,Electronics,Amazon,Vikram T.,2,Expected better. Returned the product.
2023-01-25,Natural Aloe Vera Gel 200ml,Beauty,App Store,Kartik P.,5,Excellent product. Will buy again.
2023-01-26,Mechanical Keyboard RGB,Electronics,Website,Kartik P.,5,Exceeded my expectations. 5 stars!
2023-01-26,Natural Aloe Vera Gel 200ml,Beauty,Amazon,Dhruv A.,5,Excellent product. Will buy again.
2023-01-26,Noise Cancelling Headphones,Electronics,App Store,Rahul K.,4,Sturdy build quality and works perfectly.
2023-01-26,Slim Fit Chino Pants,Fashion,Website,Nisha L.,3,"Not bad, but not great either."
2023-01-27,Slim Fit Chino Pants,Fashion,Website,Aditya R.,4,"Packaging was nice, product works well."
2023-01-28,Mechanical Keyboard RGB,Electronics,Website,Nisha L.,5,Very satisfied with my purchase. Fast delivery too.
2023-01-28,Under Eye Cream Dark Circles,Beauty,Website,Sonal M.,4,Minor issues but overall a great buy.
2023-01-28,Natural Aloe Vera Gel 200ml,Beauty,App Store,Sonal M.,5,Perfect for my needs. Great quality.
2023-01-29,Portable Phone Charger 20000mAh,Electronics,App Store,Kavya N.,4,Great quality for the price. Highly recommend!
2023-01-29,Under Eye Cream Dark Circles,Beauty,Google Reviews,Kavya N.,4,Works like a charm. Very pleased.
2023-01-30,Moisturising Sunscreen SPF50,Beauty,Amazon,Tanya K.,2,Expected better. Returned the product.
2023-01-30,Under Eye Cream Dark Circles,Beauty,Amazon,Vikram T.,5,Perfect for my needs. Great quality.
2023-01-30,Collagen Face Sheet Mask Pack,Beauty,Flipkart,Arjun M.,5,My family loves it. Great purchase.
2023-01-30,Scented Soy Wax Candle,Home & Living,Google Reviews,Kartik P.,5,Perfect for my needs. Great quality.
2023-01-31,Scented Soy Wax Candle,Home & Living,Website,Nisha L.,5,Good value for money. Happy with it.
2023-02-01,Wireless Bluetooth Earbuds,Electronics,Flipkart,Pooja S.,3,Decent product. Does what it says.
2023-02-01,Casual Denim Jacket,Fashion,Amazon,Rohan D.,5,Very satisfied with my purchase. Fast delivery too.
2023-02-01,Moisturising Sunscreen SPF50,Beauty,Google Reviews,Ananya G.,3,Average quality. Nothing special.
2023-02-02,Webcam HD 1080p,Electronics,Flipkart,Kartik P.,4,Very satisfied with my purchase. Fast delivery too.
2023-02-02,Portable Phone Charger 20000mAh,Electronics,App Store,Vikram T.,3,Packaging was a bit damaged but product is fine.
2023-02-02,Mechanical Keyboard RGB,Electronics,App Store,Priya S.,5,My family loves it. Great purchase.
2023-02-02,Portable Phone Charger 20000mAh,Electronics,Flipkart,Rohan D.,5,Exceeded my expectations. 5 stars!
2023-02-02,Noise Cancelling Headphones,Electronics,Flipkart,Deepa M.,5,Very satisfied with my purchase. Fast delivery too.
2023-02-03,Smart LED Desk Lamp,Electronics,Google Reviews,Vikram T.,4,Very satisfied with my purchase. Fast delivery too.
2023-02-03,Stainless Steel Water Bottle 1L,Home & Living,App Store,Rahul K.,3,Okay for the price. Could be better.
2023-02-03,Non-Stick Frying Pan 26cm,Home & Living,Website,Suresh B.,4,Very satisfied with my purchase. Fast delivery too.
2023-02-03,Noise Cancelling Headphones,Electronics,App Store,Karan V.,3,Decent product. Does what it says.
2023-02-03,Scented Soy Wax Candle,Home & Living,Amazon,Karan V.,3,Decent product. Does what it says.
2023-02-04,Smart LED Desk Lamp,Electronics,Flipkart,Karan V.,1,Broke after first use. Very fragile.
2023-02-05,USB-C Fast Charging Cable,Electronics,Google Reviews,Pooja S.,5,Absolutely love this product! Works exactly as described.
2023-02-05,Cotton Round Neck T-Shirt,Fashion,Website,Meera J.,4,Works like a charm. Very pleased.
2023-02-05,Webcam HD 1080p,Electronics,Amazon,Pooja S.,1,Does not match the description at all.
2023-02-05,Webcam HD 1080p,Electronics,App Store,Nisha L.,4,Great quality for the price. Highly recommend!
2023-02-06,Non-Stick Frying Pan 26cm,Home & Living,Amazon,Rohan D.,5,Excellent product. Will buy again.
2023-02-06,Cotton Round Neck T-Shirt,Fashion,App Store,Rahul K.,4,Excellent product. Will buy again.
2023-02-07,Running Sports Shoes,Fashion,Amazon,Rahul K.,5,Outstanding quality. Zero complaints.
2023-02-07,Natural Aloe Vera Gel 200ml,Beauty,Website,Vikram T.,4,"Packaging was nice, product works well."
2023-02-07,Sunglasses UV400 Polarized,Fashion,Website,Ravi C.,4,Minor issues but overall a great buy.
2023-02-07,Smart LED Desk Lamp,Electronics,Website,Aditya R.,5,Highly recommend to everyone. Brilliant!
2023-02-07,Memory Foam Pillow,Home & Living,Amazon,Kartik P.,5,Perfect for my needs. Great quality.
2023-02-08,Under Eye Cream Dark Circles,Beauty,Amazon,Rohan D.,5,Great quality for the price. Highly recommend!
2023-02-08,Collagen Face Sheet Mask Pack,Beauty,Google Reviews,Aditya R.,5,Excellent product. Will buy again.
2023-02-09,Vitamin C Face Serum 30ml,Beauty,Flipkart,Rahul K.,5,Excellent product. Will buy again.
2023-02-09,Scented Soy Wax Candle,Home & Living,Website,Pooja S.,5,Perfect for my needs. Great quality.
2023-02-09,Under Eye Cream Dark Circles,Beauty,Flipkart,Ravi C.,4,Minor issues but overall a great buy.
2023-02-09,Natural Aloe Vera Gel 200ml,Beauty,Amazon,Meera J.,5,Perfect for my needs. Great quality.
2023-02-10,Bamboo Cutting Board Set,Home & Living,Flipkart,Vikram T.,4,Minor issues but overall a great buy.
2023-02-10,Collagen Face Sheet Mask Pack,Beauty,Amazon,Meera J.,4,"Packaging was nice, product works well."
2023-02-11,USB-C Fast Charging Cable,Electronics,Flipkart,Kartik P.,5,Very satisfied with my purchase. Fast delivery too.
2023-02-11,Smart LED Desk Lamp,Electronics,Flipkart,Dhruv A.,5,My family loves it. Great purchase.
2023-02-11,Under Eye Cream Dark Circles,Beauty,Amazon,Priya S.,5,Excellent product. Will buy again.
2023-02-11,Webcam HD 1080p,Electronics,Website,Tanya K.,5,Good value for money. Happy with it.
2023-02-11,Leather Wallet Slim,Fashion,App Store,Priya S.,5,Exceeded my expectations. 5 stars!
2023-02-12,Collagen Face Sheet Mask Pack,Beauty,Flipkart,Rohan D.,4,Sturdy build quality and works perfectly.
2023-02-12,Webcam HD 1080p,Electronics,Amazon,Rahul K.,5,My family loves it. Great purchase.
2023-02-12,Sunglasses UV400 Polarized,Fashion,App Store,Vikram T.,4,Great quality for the price. Highly recommend!
2023-02-13,Bamboo Cutting Board Set,Home & Living,Website,Kavya N.,5,Perfect for my needs. Great quality.
2023-02-13,Leather Wallet Slim,Fashion,Google Reviews,Tanya K.,5,Perfect for my needs. Great quality.
2023-02-15,Wireless Bluetooth Earbuds,Electronics,Amazon,Tanya K.,4,Good value for money. Happy with it.
2023-02-15,Mechanical Keyboard RGB,Electronics,Flipkart,Vikram T.,4,Minor issues but overall a great buy.
2023-02-15,Wireless Bluetooth Earbuds,Electronics,Flipkart,Priya S.,5,Highly recommend to everyone. Brilliant!
2023-02-16,Memory Foam Pillow,Home & Living,App Store,Tanya K.,4,Good value for money. Happy with it.
2023-02-16,Stainless Steel Water Bottle 1L,Home & Living,Amazon,Rohan D.,4,"Packaging was nice, product works well."
2023-02-16,Stainless Steel Water Bottle 1L,Home & Living,Flipkart,Kartik P.,4,Minor issues but overall a great buy.
2023-02-17,Laptop Stand Adjustable,Electronics,Website,Rahul K.,5,Very satisfied with my purchase. Fast delivery too.
2023-02-17,Stainless Steel Water Bottle 1L,Home & Living,Flipkart,Kartik P.,5,My family loves it. Great purchase.
2023-02-18,Noise Cancelling Headphones,Electronics,App Store,Tanya K.,4,Great quality for the price. Highly recommend!
2023-02-18,Mechanical Keyboard RGB,Electronics,Google Reviews,Meera J.,3,Expected a bit more for the price.
2023-02-18,Smart LED Desk Lamp,Electronics,Website,Suresh B.,5,Good value for money. Happy with it.
2023-02-19,Scented Soy Wax Candle,Home & Living,Website,Dhruv A.,4,Excellent product. Will buy again.
2023-02-19,Smart LED Desk Lamp,Electronics,Flipkart,Sneha P.,4,Excellent product. Will buy again.
2023-02-20,Vitamin C Face Serum 30ml,Beauty,Website,Dhruv A.,5,Great quality for the price. Highly recommend!
2023-02-22,Natural Aloe Vera Gel 200ml,Beauty,Website,Suresh B.,5,Absolutely love this product! Works exactly as described.
2023-02-22,Smart LED Desk Lamp,Electronics,Google Reviews,Vikram T.,5,Excellent product. Will buy again.
2023-02-22,Laptop Stand Adjustable,Electronics,Amazon,Ananya G.,4,Good value for money. Happy with it.
2023-02-22,Wireless Bluetooth Earbuds,Electronics,Flipkart,Aditya R.,5,Outstanding quality. Zero complaints.
2023-02-22,Casual Denim Jacket,Fashion,Flipkart,Rohan D.,5,Absolutely love this product! Works exactly as described.
2023-02-23,Scented Soy Wax Candle,Home & Living,Google Reviews,Karan V.,4,Sturdy build quality and works perfectly.
2023-02-23,Mechanical Keyboard RGB,Electronics,Google Reviews,Arjun M.,5,Absolutely love this product! Works exactly as described.
2023-02-23,Slim Fit Chino Pants,Fashion,Flipkart,Sonal M.,4,Good value for money. Happy with it.
2023-02-23,Bamboo Cutting Board Set,Home & Living,Website,Sonal M.,4,Minor issues but overall a great buy.
2023-02-25,Smart LED Desk Lamp,Electronics,Amazon,Kartik P.,5,Highly recommend to everyone. Brilliant!
2023-02-26,Memory Foam Pillow,Home & Living,App Store,Deepa M.,5,Outstanding quality. Zero complaints.
2023-02-27,Slim Fit Chino Pants,Fashion,Flipkart,Priya S.,5,Sturdy build quality and works perfectly.
2023-02-27,Scented Soy Wax Candle,Home & Living,Website,Deepa M.,4,Minor issues but overall a great buy.
2023-02-28,Leather Wallet Slim,Fashion,App Store,Deepa M.,5,Perfect for my needs. Great quality.
2023-03-01,Webcam HD 1080p,Electronics,Flipkart,Sneha P.,4,"Packaging was nice, product works well."
2023-03-03,Slim Fit Chino Pants,Fashion,App Store,Rahul K.,1,Stopped working after a week. Very disappointed.
2023-03-04,Memory Foam Pillow,Home & Living,Website,Arjun M.,4,Good value for money. Happy with it.
2023-03-04,Casual Denim Jacket,Fashion,App Store,Dhruv A.,5,Very satisfied with my purchase. Fast delivery too.
2023-03-05,Laptop Stand Adjustable,Electronics,Amazon,Ananya G.,5,Highly recommend to everyone. Brilliant!
2023-03-06,Sunglasses UV400 Polarized,Fashion,Flipkart,Priya S.,5,Sturdy build quality and works perfectly.
2023-03-07,Moisturising Sunscreen SPF50,Beauty,Website,Kartik P.,5,Highly recommend to everyone. Brilliant!
2023-03-08,Scented Soy Wax Candle,Home & Living,Website,Karan V.,3,Its okay. Will use it and see.
2023-03-09,Memory Foam Pillow,Home & Living,Website,Ananya G.,3,Okay for the price. Could be better.
2023-03-09,Wireless Bluetooth Earbuds,Electronics,Google Reviews,Meera J.,3,Expected a bit more for the price.
2023-03-09,Moisturising Sunscreen SPF50,Beauty,App Store,Dhruv A.,5,Sturdy build quality and works perfectly.
2023-03-09,Cotton Round Neck T-Shirt,Fashion,Flipkart,Vikram T.,5,My family loves it. Great purchase.
2023-03-09,Non-Stick Frying Pan 26cm,Home & Living,App Store,Arjun M.,3,Average quality. Nothing special.
2023-03-09,Noise Cancelling Headphones,Electronics,Google Reviews,Sonal M.,4,Excellent product. Will buy again.
2023-03-10,Collagen Face Sheet Mask Pack,Beauty,Website,Vikram T.,2,Expected better. Returned the product.
2023-03-10,Wireless Bluetooth Earbuds,Electronics,Website,Suresh B.,3,Works as expected. No complaints.
2023-03-11,Webcam HD 1080p,Electronics,App Store,Rahul K.,5,Very satisfied with my purchase. Fast delivery too.
2023-03-11,Non-Stick Frying Pan 26cm,Home & Living,Amazon,Ravi C.,5,Sturdy build quality and works perfectly.
2023-03-11,Mechanical Keyboard RGB,Electronics,Flipkart,Deepa M.,2,Poor quality. Not worth the price.
2023-03-12,Casual Denim Jacket,Fashion,Amazon,Dhruv A.,5,Perfect for my needs. Great quality.
2023-03-12,Vitamin C Face Serum 30ml,Beauty,App Store,Karan V.,5,Outstanding quality. Zero complaints.
2023-03-12,Cotton Round Neck T-Shirt,Fashion,Website,Suresh B.,3,"Not bad, but not great either."
2023-03-13,USB-C Fast Charging Cable,Electronics,Google Reviews,Nisha L.,4,Good value for money. Happy with it.
2023-03-13,Noise Cancelling Headphones,Electronics,App Store,Aditya R.,4,Excellent product. Will buy again.
2023-03-14,Running Sports Shoes,Fashion,Google Reviews,Kavya N.,4,Minor issues but overall a great buy.
2023-03-14,Noise Cancelling Headphones,Electronics,App Store,Deepa M.,4,Minor issues but overall a great buy.
2023-03-15,Wireless Bluetooth Earbuds,Electronics,Website,Nisha L.,4,Sturdy build quality and works perfectly.
2023-03-15,Noise Cancelling Headphones,Electronics,Website,Arjun M.,5,Perfect for my needs. Great quality.
2023-03-15,Sunglasses UV400 Polarized,Fashion,Flipkart,Kavya N.,5,Very satisfied with my purchase. Fast delivery too.
2023-03-16,Natural Aloe Vera Gel 200ml,Beauty,Flipkart,Dhruv A.,5,My family loves it. Great purchase.
2023-03-16,Laptop Stand Adjustable,Electronics,Amazon,Priya S.,4,Great quality for the price. Highly recommend!
2023-03-18,Under Eye Cream Dark Circles,Beauty,Flipkart,Kartik P.,5,My family loves it. Great purchase.
2023-03-18,Cotton Round Neck T-Shirt,Fashion,Flipkart,Dhruv A.,4,Good value for money. Happy with it.
2023-03-19,Non-Stick Frying Pan 26cm,Home & Living,Google Reviews,Vikram T.,5,Perfect for my needs. Great quality.
2023-03-19,Slim Fit Chino Pants,Fashion,Amazon,Kavya N.,4,Sturdy build quality and works perfectly.
2023-03-19,Mechanical Keyboard RGB,Electronics,Flipkart,Deepa M.,5,Absolutely love this product! Works exactly as described.
2023-03-19,Sunglasses UV400 Polarized,Fashion,Amazon,Tanya K.,5,Exceeded my expectations. 5 stars!
2023-03-20,Mechanical Keyboard RGB,Electronics,Amazon,Arjun M.,4,Very satisfied with my purchase. Fast delivery too.
2023-03-21,Slim Fit Chino Pants,Fashion,Flipkart,Sonal M.,3,Average quality. Nothing special.
2023-03-22,Running Sports Shoes,Fashion,Google Reviews,Kavya N.,4,Very satisfied with my purchase. Fast delivery too.
2023-03-22,Smart LED Desk Lamp,Electronics,App Store,Ananya G.,5,Works like a charm. Very pleased.
2023-03-22,Memory Foam Pillow,Home & Living,Website,Ravi C.,4,Works like a charm. Very pleased.
2023-03-24,Scented Soy Wax Candle,Home & Living,Amazon,Rahul K.,3,Expected a bit more for the price.
2023-03-25,Portable Phone Charger 20000mAh,Electronics,App Store,Deepa M.,1,Complete waste. Never buying again.
2023-03-25,Smart LED Desk Lamp,Electronics,Amazon,Rohan D.,5,Sturdy build quality and works perfectly.
2023-03-26,Laptop Stand Adjustable,Electronics,Google Reviews,Sneha P.,5,Sturdy build quality and works perfectly.
2023-03-27,Webcam HD 1080p,Electronics,Flipkart,Deepa M.,5,Perfect for my needs. Great quality.
2023-03-27,Casual Denim Jacket,Fashion,Amazon,Suresh B.,4,"Packaging was nice, product works well."
2023-03-28,Memory Foam Pillow,Home & Living,App Store,Arjun M.,5,Excellent product. Will buy again.
2023-03-28,Wireless Bluetooth Earbuds,Electronics,App Store,Suresh B.,5,Exceeded my expectations. 5 stars!
2023-03-29,Non-Stick Frying Pan 26cm,Home & Living,Amazon,Deepa M.,5,Good value for money. Happy with it.
2023-03-29,Vitamin C Face Serum 30ml,Beauty,Flipkart,Pooja S.,4,Sturdy build quality and works perfectly.
2023-03-30,Memory Foam Pillow,Home & Living,Google Reviews,Meera J.,5,Works like a charm. Very pleased.
2023-03-30,Collagen Face Sheet Mask Pack,Beauty,App Store,Suresh B.,5,My family loves it. Great purchase.
2023-03-30,Cotton Round Neck T-Shirt,Fashion,Website,Rohan D.,5,Works like a charm. Very pleased.
2023-03-30,Vitamin C Face Serum 30ml,Beauty,Flipkart,Dhruv A.,3,Expected a bit more for the price.
2023-03-31,Noise Cancelling Headphones,Electronics,Google Reviews,Arjun M.,3,Decent product. Does what it says.
2023-03-31,Wireless Bluetooth Earbuds,Electronics,Website,Kartik P.,5,Good value for money. Happy with it.
2023-03-31,Under Eye Cream Dark Circles,Beauty,Flipkart,Rohan D.,4,Excellent product. Will buy again.
2023-04-01,Slim Fit Chino Pants,Fashion,Google Reviews,Suresh B.,5,Highly recommend to everyone. Brilliant!
2023-04-01,Vitamin C Face Serum 30ml,Beauty,Flipkart,Aditya R.,4,Very satisfied with my purchase. Fast delivery too.
2023-04-03,Wireless Bluetooth Earbuds,Electronics,Google Reviews,Karan V.,5,Highly recommend to everyone. Brilliant!
2023-04-03,Moisturising Sunscreen SPF50,Beauty,App Store,Vikram T.,4,Sturdy build quality and works perfectly.
2023-04-03,Non-Stick Frying Pan 26cm,Home & Living,Google Reviews,Deepa M.,5,Exceeded my expectations. 5 stars!
2023-04-04,Bamboo Cutting Board Set,Home & Living,Flipkart,Dhruv A.,4,Good value for money. Happy with it.
2023-04-04,USB-C Fast Charging Cable,Electronics,Website,Ravi C.,4,Minor issues but overall a great buy.
2023-04-04,Leather Wallet Slim,Fashion,Google Reviews,Priya S.,5,Exceeded my expectations. 5 stars!
2023-04-04,Casual Denim Jacket,Fashion,Amazon,Pooja S.,5,Good value for money. Happy with it.
2023-04-05,Moisturising Sunscreen SPF50,Beauty,Website,Arjun M.,5,Perfect for my needs. Great quality.
2023-04-05,Leather Wallet Slim,Fashion,Google Reviews,Suresh B.,1,Does not match the description at all.
2023-04-06,Noise Cancelling Headphones,Electronics,Google Reviews,Kavya N.,5,Sturdy build quality and works perfectly.
2023-04-07,Stainless Steel Water Bottle 1L,Home & Living,Google Reviews,Vikram T.,1,Customer support was unhelpful.
2023-04-07,Non-Stick Frying Pan 26cm,Home & Living,Google Reviews,Kartik P.,4,Excellent product. Will buy again.
2023-04-07,Collagen Face Sheet Mask Pack,Beauty,Website,Ravi C.,4,Great quality for the price. Highly recommend!
2023-04-08,Bamboo Cutting Board Set,Home & Living,Website,Dhruv A.,5,Sturdy build quality and works perfectly.
2023-04-08,Collagen Face Sheet Mask Pack,Beauty,Google Reviews,Tanya K.,2,Customer support was unhelpful.
2023-04-09,Slim Fit Chino Pants,Fashion,Flipkart,Dhruv A.,4,Works like a charm. Very pleased.
2023-04-09,Scented Soy Wax Candle,Home & Living,Amazon,Deepa M.,5,Great quality for the price. Highly recommend!
2023-04-10,Leather Wallet Slim,Fashion,Google Reviews,Arjun M.,5,Good value for money. Happy with it.
2023-04-12,Non-Stick Frying Pan 26cm,Home & Living,App Store,Deepa M.,3,Average quality. Nothing special.
2023-04-13,Webcam HD 1080p,Electronics,Website,Sonal M.,4,Excellent product. Will buy again.
2023-04-13,Natural Aloe Vera Gel 200ml,Beauty,App Store,Arjun M.,5,Highly recommend to everyone. Brilliant!
2023-04-13,Leather Wallet Slim,Fashion,Website,Ananya G.,5,Outstanding quality. Zero complaints.
2023-04-13,Collagen Face Sheet Mask Pack,Beauty,Amazon,Nisha L.,4,Great quality for the price. Highly recommend!
2023-04-14,Noise Cancelling Headphones,Electronics,App Store,Meera J.,5,My family loves it. Great purchase.
2023-04-14,Collagen Face Sheet Mask Pack,Beauty,App Store,Kavya N.,5,Great quality for the price. Highly recommend!
2023-04-14,Sunglasses UV400 Polarized,Fashion,Google Reviews,Suresh B.,5,My family loves it. Great purchase.
2023-04-16,Portable Phone Charger 20000mAh,Electronics,Website,Ravi C.,5,Excellent product. Will buy again.
2023-04-16,Under Eye Cream Dark Circles,Beauty,Google Reviews,Kartik P.,5,Very satisfied with my purchase. Fast delivery too.
2023-04-17,Casual Denim Jacket,Fashion,Flipkart,Ravi C.,5,Great quality for the price. Highly recommend!
2023-04-17,Wireless Bluetooth Earbuds,Electronics,Flipkart,Deepa M.,3,"Not bad, but not great either."
2023-04-17,Natural Aloe Vera Gel 200ml,Beauty,Website,Dhruv A.,3,"Not bad, but not great either."
2023-04-17,Portable Phone Charger 20000mAh,Electronics,Google Reviews,Kartik P.,3,Decent product. Does what it says.
2023-04-19,Wireless Bluetooth Earbuds,Electronics,Google Reviews,Meera J.,5,Works like a charm. Very pleased.
2023-04-19,Cotton Round Neck T-Shirt,Fashion,Google Reviews,Dhruv A.,5,Outstanding quality. Zero complaints.
2023-04-19,Non-Stick Frying Pan 26cm,Home & Living,Google Reviews,Kavya N.,5,Great quality for the price. Highly recommend!
