date,product_name,category,quantity,unit_price,revenue
2024-01-03,Mi 10000mAh Power Bank,Electronics,21,1011.69,21245.49
2024-01-03,Milton Thermosteel Flask 1L,Home & Living,13,713.26,9272.38
2024-01-03,Pigeon Aluminium Non-Stick Pan,Home & Living,4,882.19,3528.76
2024-01-03,Puma Classic Track Pants,Fashion,40,1961.62,78464.8
2024-01-03,Samsung Galaxy Buds3 Pro,Electronics,5,13297.98,66489.9
2024-01-03,Sony WH-1000XM5 Headphones,Electronics,16,27106.06,433696.96
2024-01-03,Syska USB Hub 4-Port,Office & Computing,45,571.57,25720.65
2024-01-03,Wow Skin Science Hair Oil,Beauty,28,632.84,17719.52
2024-01-03,Zebronics ZEB-Crystal Pro Webcam,Electronics,28,1556.86,43592.08
2024-01-03,boAt Airdopes 141 TWS Earbuds,Electronics,1,1275.23,1275.23
2024-01-04,AmazonBasics Adjustable Laptop Stand,Office & Computing,40,1876.36,75054.4
2024-01-04,Biotique Bio Morning Nector SPF,Beauty,12,239.24,2870.88
2024-01-04,FabIndia Cotton Kurta,Fashion,5,1497.35,7486.75
2024-01-04,H&M Relaxed Fit Shirt,Fashion,18,804.83,14486.94
2024-01-04,JBL Flip 6 Bluetooth Speaker,Electronics,5,10332.97,51664.85
2024-01-04,Logitech MX Keys Keyboard,Electronics,47,8890.02,417830.94
2024-01-04,Mamaearth Vitamin C Face Wash,Beauty,9,309.02,2781.18
2024-01-04,Plum Green Tea Toner 200ml,Beauty,49,363.9,17831.1
2024-01-04,Prestige Induction Cooktop 1200W,Home & Living,15,3064.48,45967.2
2024-01-04,Sony WH-1000XM5 Headphones,Electronics,12,27000.8,324009.6
2024-01-04,Woodland Casual Sneakers,Fashion,23,2592.3,59622.9
2024-01-04,Wow Skin Science Hair Oil,Beauty,39,595.95,23242.05
2024-01-04,Zebronics ZEB-Crystal Pro Webcam,Electronics,2,1467.97,2935.94
2024-01-05,Anker 65W GaN Fast Charger,Electronics,9,2424.03,21816.27
2024-01-05,HP 65W Laptop Power Adapter,Office & Computing,1,2040.38,2040.38
2024-01-05,JBL Flip 6 Bluetooth Speaker,Electronics,36,10508.95,378322.2
2024-01-05,Lakme Absolute Foundation,Beauty,50,801.76,40088.0
2024-01-05,Levi's 511 Slim Fit Jeans,Fashion,36,3058.38,110101.68
2024-01-05,Mamaearth Vitamin C Face Wash,Beauty,17,313.56,5330.52
2024-01-05,Portronics Table Lamp LED,Office & Computing,34,1270.94,43211.96
2024-01-05,Royalford Bamboo Chopping Board,Home & Living,3,485.48,1456.44
2024-01-05,Samsung Galaxy Buds3 Pro,Electronics,34,13031.5,443071.0
2024-01-05,Sony WH-1000XM5 Headphones,Electronics,31,25508.25,790755.75
2024-01-05,Story@Home Blackout Curtains,Home & Living,7,1365.12,9555.84
2024-01-05,Wow Skin Science Hair Oil,Beauty,16,576.84,9229.44
2024-01-05,boAt Airdopes 141 TWS Earbuds,Electronics,31,1308.35,40558.85
2024-01-06,FabIndia Cotton Kurta,Fashion,38,1432.44,54432.72
2024-01-06,H&M Relaxed Fit Shirt,Fashion,45,769.04,34606.8
2024-01-06,Kuber Industries Storage Box,Home & Living,6,362.54,2175.24
2024-01-06,Milton Thermosteel Flask 1L,Home & Living,3,692.29,2076.87
2024-01-06,Minimalist 10% Niacinamide Serum,Beauty,22,422.14,9287.08
2024-01-06,Puma Classic Track Pants,Fashion,41,1969.41,80745.81
2024-01-06,Samsung Galaxy Buds3 Pro,Electronics,41,13749.04,563710.64
2024-01-06,Woodland Casual Sneakers,Fashion,3,2541.66,7624.98
2024-01-06,Wow Skin Science Hair Oil,Beauty,29,620.62,17997.98
2024-01-07,Allen Solly Polo T-Shirt,Fashion,1,947.85,947.85
2024-01-07,Anker 65W GaN Fast Charger,Electronics,13,2478.51,32220.63
2024-01-07,H&M Relaxed Fit Shirt,Fashion,44,783.1,34456.4
2024-01-07,HP 65W Laptop Power Adapter,Office & Computing,3,1889.25,5667.75
2024-01-07,JBL Flip 6 Bluetooth Speaker,Electronics,36,9733.03,350389.08
2024-01-07,Kuber Industries Storage Box,Home & Living,32,354.17,11333.44
2024-01-07,Lakme Absolute Foundation,Beauty,9,789.28,7103.52
2024-01-07,Logitech MX Keys Keyboard,Electronics,40,8443.18,337727.2
2024-01-07,Mamaearth Vitamin C Face Wash,Beauty,43,292.36,12571.48
2024-01-07,Minimalist 10% Niacinamide Serum,Beauty,17,389.74,6625.58
2024-01-07,Pigeon Aluminium Non-Stick Pan,Home & Living,33,891.9,29432.7
2024-01-07,Plum Green Tea Toner 200ml,Beauty,4,384.56,1538.24
2024-01-07,Prestige Induction Cooktop 1200W,Home & Living,47,3037.53,142763.91
2024-01-07,Puma Classic Track Pants,Fashion,1,2013.99,2013.99
2024-01-07,Royalford Bamboo Chopping Board,Home & Living,35,526.44,18425.4
2024-01-07,Syska USB Hub 4-Port,Office & Computing,32,621.76,19896.32
2024-01-07,Woodland Casual Sneakers,Fashion,16,2636.97,42191.52
2024-01-07,Wow Skin Science Hair Oil,Beauty,28,622.18,17421.04
2024-01-07,Zebronics ZEB-Crystal Pro Webcam,Electronics,24,1561.21,37469.04
2024-01-08,Allen Solly Polo T-Shirt,Fashion,15,962.54,14438.1
2024-01-08,AmazonBasics Adjustable Laptop Stand,Office & Computing,26,1807.46,46993.96
2024-01-08,Anker 65W GaN Fast Charger,Electronics,26,2402.54,62466.04
2024-01-08,Biotique Bio Morning Nector SPF,Beauty,19,243.82,4632.58
2024-01-08,FabIndia Cotton Kurta,Fashion,29,1538.42,44614.18
2024-01-08,H&M Relaxed Fit Shirt,Fashion,22,826.01,18172.22
2024-01-08,HP 65W Laptop Power Adapter,Office & Computing,16,1950.82,31213.12
2024-01-08,JBL Flip 6 Bluetooth Speaker,Electronics,21,10173.98,213653.58
2024-01-08,Kuber Industries Storage Box,Home & Living,4,336.44,1345.76
2024-01-08,Lakme Absolute Foundation,Beauty,14,774.65,10845.1
2024-01-08,Levi's 511 Slim Fit Jeans,Fashion,20,2932.12,58642.4
2024-01-08,Logitech MX Keys Keyboard,Electronics,17,8370.12,142292.04
2024-01-08,Mamaearth Vitamin C Face Wash,Beauty,19,292.6,5559.4
2024-01-08,Mi 10000mAh Power Bank,Electronics,19,962.24,18282.56
2024-01-08,Milton Thermosteel Flask 1L,Home & Living,8,674.26,5394.08
2024-01-08,Minimalist 10% Niacinamide Serum,Beauty,11,408.7,4495.7
2024-01-08,Pigeon Aluminium Non-Stick Pan,Home & Living,14,877.6,12286.4
2024-01-08,Plum Green Tea Toner 200ml,Beauty,26,371.32,9654.32
2024-01-08,Portronics Table Lamp LED,Office & Computing,24,1290.3,30967.2
2024-01-08,Prestige Induction Cooktop 1200W,Home & Living,12,3103.12,37237.44
2024-01-08,Puma Classic Track Pants,Fashion,17,1982.81,33707.77
2024-01-08,Royalford Bamboo Chopping Board,Home & Living,1,507.13,507.13
2024-01-08,Samsung Galaxy Buds3 Pro,Electronics,24,12765.02,306360.48
2024-01-08,Sony WH-1000XM5 Headphones,Electronics,29,27154.64,787484.56
2024-01-08,Story@Home Blackout Curtains,Home & Living,11,1280.03,14080.33
2024-01-08,Syska USB Hub 4-Port,Office & Computing,18,575.04,10350.72
2024-01-08,Woodland Casual Sneakers,Fashion,17,2433.87,41375.79
2024-01-08,Wow Skin Science Hair Oil,Beauty,11,612.18,6733.98
2024-01-08,Zebronics ZEB-Crystal Pro Webcam,Electronics,27,1489.26,40210.02
2024-01-08,boAt Airdopes 141 TWS Earbuds,Electronics,25,1342.91,33572.75
2024-01-09,Allen Solly Polo T-Shirt,Fashion,3,954.54,2863.62
2024-01-09,Anker 65W GaN Fast Charger,Electronics,27,2491.75,67277.25
2024-01-09,H&M Relaxed Fit Shirt,Fashion,1,806.99,806.99
2024-01-09,HP 65W Laptop Power Adapter,Office & Computing,6,2003.8,12022.8
2024-01-09,JBL Flip 6 Bluetooth Speaker,Electronics,6,9580.04,57480.24
2024-01-09,Levi's 511 Slim Fit Jeans,Fashion,10,2994.2,29942.0
2024-01-09,Logitech MX Keys Keyboard,Electronics,25,8658.1,216452.5
2024-01-09,Mamaearth Vitamin C Face Wash,Beauty,44,286.35,12599.4
2024-01-09,Mi 10000mAh Power Bank,Electronics,38,1041.76,39586.88
2024-01-09,Milton Thermosteel Flask 1L,Home & Living,32,736.47,23567.04
2024-01-09,Plum Green Tea Toner 200ml,Beauty,33,370.69,12232.77
2024-01-09,Portronics Table Lamp LED,Office & Computing,5,1222.88,6114.4
2024-01-09,Prestige Induction Cooktop 1200W,Home & Living,30,3090.54,92716.2
2024-01-09,Samsung Galaxy Buds3 Pro,Electronics,12,12544.03,150528.36
2024-01-09,Sony WH-1000XM5 Headphones,Electronics,30,26571.66,797149.8
2024-01-09,Syska USB Hub 4-Port,Office & Computing,4,586.9,2347.6
2024-01-09,Woodland Casual Sneakers,Fashion,11,2574.84,28323.24
2024-01-09,Zebronics ZEB-Crystal Pro Webcam,Electronics,7,1461.38,10229.66
2024-01-10,Anker 65W GaN Fast Charger,Electronics,27,2499.0,67473.0
2024-01-10,Biotique Bio Morning Nector SPF,Beauty,28,259.78,7273.84
2024-01-10,FabIndia Cotton Kurta,Fashion,5,1497.65,7488.25
2024-01-10,H&M Relaxed Fit Shirt,Fashion,9,781.66,7034.94
2024-01-10,JBL Flip 6 Bluetooth Speaker,Electronics,35,10076.99,352694.65
2024-01-10,Kuber Industries Storage Box,Home & Living,7,350.78,2455.46
2024-01-10,Mamaearth Vitamin C Face Wash,Beauty,43,310.99,13372.57
2024-01-10,Mi 10000mAh Power Bank,Electronics,13,982.72,12775.36
2024-01-10,Minimalist 10% Niacinamide Serum,Beauty,8,395.81,3166.48
2024-01-10,Pigeon Aluminium Non-Stick Pan,Home & Living,33,922.01,30426.33
2024-01-10,Plum Green Tea Toner 200ml,Beauty,23,396.11,9110.53
2024-01-10,Prestige Induction Cooktop 1200W,Home & Living,24,3071.07,73705.68
2024-01-10,Royalford Bamboo Chopping Board,Home & Living,29,513.27,14884.83
2024-01-10,Samsung Galaxy Buds3 Pro,Electronics,33,12269.76,404902.08
2024-01-10,Sony WH-1000XM5 Headphones,Electronics,43,26490.69,1139099.67
2024-01-10,Story@Home Blackout Curtains,Home & Living,1,1335.89,1335.89
2024-01-10,Wow Skin Science Hair Oil,Beauty,19,611.58,11620.02
2024-01-10,boAt Airdopes 141 TWS Earbuds,Electronics,18,1338.23,24088.14
2024-01-11,FabIndia Cotton Kurta,Fashion,44,1500.5,66022.0
2024-01-11,H&M Relaxed Fit Shirt,Fashion,7,821.85,5752.95
2024-01-11,JBL Flip 6 Bluetooth Speaker,Electronics,27,10295.97,277991.19
2024-01-11,Levi's 511 Slim Fit Jeans,Fashion,11,2949.52,32444.72
2024-01-11,Mamaearth Vitamin C Face Wash,Beauty,9,312.34,2811.06
2024-01-11,Mi 10000mAh Power Bank,Electronics,29,982.32,28487.28
2024-01-11,Milton Thermosteel Flask 1L,Home & Living,39,682.22,26606.58
2024-01-11,Minimalist 10% Niacinamide Serum,Beauty,25,397.28,9932.0
2024-01-11,Pigeon Aluminium Non-Stick Pan,Home & Living,9,909.07,8181.63
2024-01-11,Prestige Induction Cooktop 1200W,Home & Living,45,2957.56,133090.2
2024-01-11,Samsung Galaxy Buds3 Pro,Electronics,34,13490.36,458672.24
2024-01-11,Sony WH-1000XM5 Headphones,Electronics,25,28541.93,713548.25
2024-01-11,Story@Home Blackout Curtains,Home & Living,37,1224.05,45289.85
2024-01-11,Zebronics ZEB-Crystal Pro Webcam,Electronics,39,1450.73,56578.47
2024-01-12,Anker 65W GaN Fast Charger,Electronics,23,2611.21,60057.83
2024-01-12,HP 65W Laptop Power Adapter,Office & Computing,2,2055.97,4111.94
2024-01-12,Mamaearth Vitamin C Face Wash,Beauty,30,299.45,8983.5
2024-01-12,Minimalist 10% Niacinamide Serum,Beauty,18,383.44,6901.92
2024-01-12,Pigeon Aluminium Non-Stick Pan,Home & Living,18,861.6,15508.8
2024-01-12,Prestige Induction Cooktop 1200W,Home & Living,50,3042.62,152131.0
2024-01-12,Puma Classic Track Pants,Fashion,27,1974.61,53314.47
2024-01-12,Royalford Bamboo Chopping Board,Home & Living,2,515.47,1030.94
2024-01-12,Sony WH-1000XM5 Headphones,Electronics,8,25637.8,205102.4
2024-01-12,Woodland Casual Sneakers,Fashion,40,2635.72,105428.8
2024-01-12,Wow Skin Science Hair Oil,Beauty,12,567.49,6809.88
2024-01-12,boAt Airdopes 141 TWS Earbuds,Electronics,19,1311.99,24927.81
2024-01-13,Anker 65W GaN Fast Charger,Electronics,21,2387.54,50138.34
2024-01-13,Biotique Bio Morning Nector SPF,Beauty,50,247.01,12350.5
2024-01-13,H&M Relaxed Fit Shirt,Fashion,29,787.65,22841.85
2024-01-13,Levi's 511 Slim Fit Jeans,Fashion,24,3078.47,73883.28
2024-01-13,Logitech MX Keys Keyboard,Electronics,24,8192.58,196621.92
2024-01-13,Mamaearth Vitamin C Face Wash,Beauty,42,299.45,12576.9
2024-01-13,Mi 10000mAh Power Bank,Electronics,45,1046.65,47099.25
2024-01-13,Milton Thermosteel Flask 1L,Home & Living,47,691.17,32484.99
2024-01-13,Plum Green Tea Toner 200ml,Beauty,7,369.49,2586.43
2024-01-13,Puma Classic Track Pants,Fashion,3,1891.65,5674.95
2024-01-13,Samsung Galaxy Buds3 Pro,Electronics,30,12555.73,376671.9
2024-01-13,Sony WH-1000XM5 Headphones,Electronics,20,27211.32,544226.4
2024-01-13,Woodland Casual Sneakers,Fashion,22,2441.11,53704.42
2024-01-13,Zebronics ZEB-Crystal Pro Webcam,Electronics,13,1484.31,19296.03
2024-01-13,boAt Airdopes 141 TWS Earbuds,Electronics,45,1343.82,60471.9
2024-01-14,AmazonBasics Adjustable Laptop Stand,Office & Computing,3,1747.19,5241.57
2024-01-14,H&M Relaxed Fit Shirt,Fashion,8,766.0,6128.0
2024-01-14,HP 65W Laptop Power Adapter,Office & Computing,1,2031.18,2031.18
2024-01-14,JBL Flip 6 Bluetooth Speaker,Electronics,2,10138.99,20277.98
2024-01-14,Kuber Industries Storage Box,Home & Living,32,346.59,11090.88
2024-01-14,Logitech MX Keys Keyboard,Electronics,11,8794.02,96734.22
2024-01-14,Mamaearth Vitamin C Face Wash,Beauty,5,296.34,1481.7
2024-01-14,Mi 10000mAh Power Bank,Electronics,50,972.93,48646.5
2024-01-14,Minimalist 10% Niacinamide Serum,Beauty,2,392.38,784.76
2024-01-14,Pigeon Aluminium Non-Stick Pan,Home & Living,14,895.58,12538.12
2024-01-14,Plum Green Tea Toner 200ml,Beauty,18,354.0,6372.0
2024-01-14,Prestige Induction Cooktop 1200W,Home & Living,2,2958.16,5916.32
2024-01-14,Royalford Bamboo Chopping Board,Home & Living,42,525.05,22052.1
2024-01-14,Zebronics ZEB-Crystal Pro Webcam,Electronics,48,1478.16,70951.68
2024-01-14,boAt Airdopes 141 TWS Earbuds,Electronics,2,1338.75,2677.5
2024-01-15,Allen Solly Polo T-Shirt,Fashion,12,1013.09,12157.08
2024-01-15,AmazonBasics Adjustable Laptop Stand,Office & Computing,30,1753.31,52599.3
2024-01-15,Anker 65W GaN Fast Charger,Electronics,10,2443.27,24432.7
2024-01-15,Biotique Bio Morning Nector SPF,Beauty,27,255.97,6911.19
2024-01-15,FabIndia Cotton Kurta,Fashion,18,1515.79,27284.22
2024-01-15,H&M Relaxed Fit Shirt,Fashion,3,772.87,2318.61
2024-01-15,HP 65W Laptop Power Adapter,Office & Computing,7,2043.38,14303.66
2024-01-15,JBL Flip 6 Bluetooth Speaker,Electronics,25,9989.0,249725.0
2024-01-15,Kuber Industries Storage Box,Home & Living,19,350.4,6657.6
2024-01-15,Lakme Absolute Foundation,Beauty,5,811.93,4059.65
2024-01-15,Levi's 511 Slim Fit Jeans,Fashion,3,3031.39,9094.17
2024-01-15,Logitech MX Keys Keyboard,Electronics,9,8293.67,74643.03
2024-01-15,Mamaearth Vitamin C Face Wash,Beauty,24,304.32,7303.68
2024-01-15,Mi 10000mAh Power Bank,Electronics,25,973.03,24325.75
2024-01-15,Milton Thermosteel Flask 1L,Home & Living,3,722.77,2168.31
2024-01-15,Minimalist 10% Niacinamide Serum,Beauty,17,397.64,6759.88
2024-01-15,Pigeon Aluminium Non-Stick Pan,Home & Living,23,928.49,21355.27
2024-01-15,Plum Green Tea Toner 200ml,Beauty,15,389.74,5846.1
2024-01-15,Portronics Table Lamp LED,Office & Computing,21,1256.26,26381.46
2024-01-15,Prestige Induction Cooktop 1200W,Home & Living,16,2907.85,46525.6
2024-01-15,Puma Classic Track Pants,Fashion,27,2005.8,54156.6
2024-01-15,Royalford Bamboo Chopping Board,Home & Living,12,516.86,6202.32
2024-01-15,Samsung Galaxy Buds3 Pro,Electronics,8,12624.63,100997.04
2024-01-15,Sony WH-1000XM5 Headphones,Electronics,9,26007.56,234068.04
2024-01-15,Story@Home Blackout Curtains,Home & Living,9,1271.33,11441.97
2024-01-15,Syska USB Hub 4-Port,Office & Computing,3,612.96,1838.88
2024-01-15,Woodland Casual Sneakers,Fashion,25,2465.06,61626.5
2024-01-15,Wow Skin Science Hair Oil,Beauty,13,597.38,7765.94
2024-01-15,Zebronics ZEB-Crystal Pro Webcam,Electronics,24,1527.18,36652.32
2024-01-15,boAt Airdopes 141 TWS Earbuds,Electronics,30,1247.04,37411.2
2024-01-16,Allen Solly Polo T-Shirt,Fashion,49,939.36,46028.64
2024-01-16,AmazonBasics Adjustable Laptop Stand,Office & Computing,47,1745.03,82016.41
2024-01-16,Anker 65W GaN Fast Charger,Electronics,15,2401.79,36026.85
2024-01-16,Levi's 511 Slim Fit Jeans,Fashion,44,3161.25,139095.0
2024-01-16,Logitech MX Keys Keyboard,Electronics,40,8868.78,354751.2
2024-01-16,Mamaearth Vitamin C Face Wash,Beauty,13,314.91,4093.83
2024-01-16,Mi 10000mAh Power Bank,Electronics,33,941.06,31054.98
2024-01-16,Portronics Table Lamp LED,Office & Computing,16,1244.05,19904.8
2024-01-16,Puma Classic Track Pants,Fashion,12,2021.79,24261.48
2024-01-16,Sony WH-1000XM5 Headphones,Electronics,31,27278.79,845642.49
2024-01-16,Story@Home Blackout Curtains,Home & Living,46,1231.71,56658.66
2024-01-16,Syska USB Hub 4-Port,Office & Computing,18,631.35,11364.3
2024-01-16,boAt Airdopes 141 TWS Earbuds,Electronics,25,1253.15,31328.75
2024-01-17,Allen Solly Polo T-Shirt,Fashion,16,1009.29,16148.64
2024-01-17,Biotique Bio Morning Nector SPF,Beauty,3,255.08,765.24
2024-01-17,FabIndia Cotton Kurta,Fashion,2,1586.99,3173.98
2024-01-17,Kuber Industries Storage Box,Home & Living,9,357.66,3218.94
2024-01-17,Lakme Absolute Foundation,Beauty,9,842.06,7578.54
2024-01-17,Logitech MX Keys Keyboard,Electronics,30,8716.72,261501.6
2024-01-17,Mi 10000mAh Power Bank,Electronics,28,1031.97,28895.16
2024-01-17,Milton Thermosteel Flask 1L,Home & Living,13,729.13,9478.69
2024-01-17,Portronics Table Lamp LED,Office & Computing,3,1311.73,3935.19
2024-01-17,Prestige Induction Cooktop 1200W,Home & Living,36,2858.73,102914.28
2024-01-17,Puma Classic Track Pants,Fashion,11,2091.75,23009.25
2024-01-17,Royalford Bamboo Chopping Board,Home & Living,12,522.25,6267.0
2024-01-17,Samsung Galaxy Buds3 Pro,Electronics,25,13472.16,336804.0
2024-01-17,Sony WH-1000XM5 Headphones,Electronics,48,27513.61,1320653.28
2024-01-17,Story@Home Blackout Curtains,Home & Living,24,1331.99,31967.76
2024-01-17,Zebronics ZEB-Crystal Pro Webcam,Electronics,47,1568.25,73707.75
2024-01-18,Allen Solly Polo T-Shirt,Fashion,36,995.9,35852.4
2024-01-18,AmazonBasics Adjustable Laptop Stand,Office & Computing,17,1726.14,29344.38
2024-01-18,Anker 65W GaN Fast Charger,Electronics,6,2520.24,15121.44
2024-01-18,Biotique Bio Morning Nector SPF,Beauty,18,243.17,4377.06
2024-01-18,FabIndia Cotton Kurta,Fashion,6,1568.4,9410.4
2024-01-18,HP 65W Laptop Power Adapter,Office & Computing,32,1984.81,63513.92
2024-01-18,Mi 10000mAh Power Bank,Electronics,28,1052.35,29465.8
2024-01-18,Minimalist 10% Niacinamide Serum,Beauty,49,394.41,19326.09
2024-01-18,Plum Green Tea Toner 200ml,Beauty,24,393.38,9441.12
2024-01-18,Portronics Table Lamp LED,Office & Computing,19,1350.18,25653.42
2024-01-18,Prestige Induction Cooktop 1200W,Home & Living,22,3096.23,68117.06
2024-01-18,Puma Classic Track Pants,Fashion,44,1907.45,83927.8
2024-01-18,Royalford Bamboo Chopping Board,Home & Living,16,507.68,8122.88
2024-01-18,Sony WH-1000XM5 Headphones,Electronics,24,28021.02,672504.48
2024-01-18,Woodland Casual Sneakers,Fashion,6,2521.7,15130.2
2024-01-19,Allen Solly Polo T-Shirt,Fashion,7,1036.96,7258.72
2024-01-19,FabIndia Cotton Kurta,Fashion,38,1521.78,57827.64
2024-01-19,H&M Relaxed Fit Shirt,Fashion,33,831.68,27445.44
2024-01-19,Levi's 511 Slim Fit Jeans,Fashion,11,2975.61,32731.71
2024-01-19,Pigeon Aluminium Non-Stick Pan,Home & Living,42,938.74,39427.08
2024-01-19,Plum Green Tea Toner 200ml,Beauty,7,360.49,2523.43
2024-01-19,Portronics Table Lamp LED,Office & Computing,35,1248.99,43714.65
2024-01-19,Prestige Induction Cooktop 1200W,Home & Living,37,3170.51,117308.87
2024-01-19,Puma Classic Track Pants,Fashion,38,2096.35,79661.3
2024-01-19,Royalford Bamboo Chopping Board,Home & Living,3,528.39,1585.17
2024-01-19,Samsung Galaxy Buds3 Pro,Electronics,26,12401.05,322427.3
2024-01-19,Story@Home Blackout Curtains,Home & Living,4,1230.93,4923.72
2024-01-19,Woodland Casual Sneakers,Fashion,15,2525.19,37877.85
2024-01-19,Wow Skin Science Hair Oil,Beauty,31,566.83,17571.73
2024-01-20,FabIndia Cotton Kurta,Fashion,37,1465.87,54237.19
2024-01-20,HP 65W Laptop Power Adapter,Office & Computing,18,1956.82,35222.76
2024-01-20,JBL Flip 6 Bluetooth Speaker,Electronics,2,9705.03,19410.06
2024-01-20,Levi's 511 Slim Fit Jeans,Fashion,36,3165.74,113966.64
2024-01-20,Mamaearth Vitamin C Face Wash,Beauty,40,282.7,11308.0
2024-01-20,Pigeon Aluminium Non-Stick Pan,Home & Living,21,943.86,19821.06
2024-01-20,Prestige Induction Cooktop 1200W,Home & Living,46,3000.69,138031.74
2024-01-20,Samsung Galaxy Buds3 Pro,Electronics,15,12722.12,190831.8
2024-01-20,Sony WH-1000XM5 Headphones,Electronics,19,26533.87,504143.53
2024-01-20,Syska USB Hub 4-Port,Office & Computing,14,620.98,8693.72
2024-01-20,Woodland Casual Sneakers,Fashion,33,2609.02,86097.66
2024-01-20,Wow Skin Science Hair Oil,Beauty,9,590.85,5317.65
2024-01-20,Zebronics ZEB-Crystal Pro Webcam,Electronics,22,1554.01,34188.22
2024-01-21,Biotique Bio Morning Nector SPF,Beauty,22,241.85,5320.7
2024-01-21,JBL Flip 6 Bluetooth Speaker,Electronics,27,9632.04,260065.08
2024-01-21,Kuber Industries Storage Box,Home & Living,16,366.73,5867.68
2024-01-21,Mamaearth Vitamin C Face Wash,Beauty,43,301.39,12959.77
2024-01-21,Mi 10000mAh Power Bank,Electronics,26,974.52,25337.52
2024-01-21,Pigeon Aluminium Non-Stick Pan,Home & Living,7,886.5,6205.5
2024-01-21,Puma Classic Track Pants,Fashion,36,2075.16,74705.76
